"","status","family","pval","qval","gene_short_name","num_cells_expressed"
"CYB561A3","OK","negbinomial.size",2.22682041146337e-12,1.72074102613559e-11,"CYB561A3",6019
"GNG2","OK","negbinomial.size",2.22884369333516e-12,1.72161721356299e-11,"GNG2",7187
"FBRSL1","OK","negbinomial.size",2.34025896948588e-12,1.80695623742873e-11,"FBRSL1",3967
"POLR2J3","OK","negbinomial.size",2.36558632010688e-12,1.82578366819413e-11,"POLR2J3",7738
"AL592430.1","OK","negbinomial.size",2.4167064405572e-12,1.86449527978739e-11,"AL592430.1",33
"AL031772.1","OK","negbinomial.size",2.49400625828571e-12,1.92336570285404e-11,"AL031772.1",312
"DYRK4","OK","negbinomial.size",2.53317184389853e-12,1.95279201044778e-11,"DYRK4",1137
"POU2F2","OK","negbinomial.size",2.54589854140398e-12,1.96182157905879e-11,"POU2F2",12197
"NISCH","OK","negbinomial.size",2.55170863545057e-12,1.96551627761308e-11,"NISCH",2991
"COQ8A","OK","negbinomial.size",2.56500906224339e-12,1.97497535472734e-11,"COQ8A",1539
"LSM2","OK","negbinomial.size",2.57643063582527e-12,1.98298082774035e-11,"LSM2",4710
"FANCB","OK","negbinomial.size",2.618576998248e-12,2.01461824145813e-11,"FANCB",1013
"KIT","OK","negbinomial.size",2.66756983383335e-12,2.05149579950386e-11,"KIT",347
"IDH2","OK","negbinomial.size",2.67853079170783e-12,2.05910724920923e-11,"IDH2",4767
"TRIM38","OK","negbinomial.size",2.7323767779346e-12,2.09966722074157e-11,"TRIM38",10644
"AC002553.1","OK","negbinomial.size",2.7597577684566e-12,2.11986631444501e-11,"AC002553.1",338
"OBSL1","OK","negbinomial.size",2.81207070650005e-12,2.15756900660291e-11,"OBSL1",120
"C2CD4B","OK","negbinomial.size",2.81086059982692e-12,2.15756900660291e-11,"C2CD4B",82
"CNBD2","OK","negbinomial.size",2.81218505122651e-12,2.15756900660291e-11,"CNBD2",1540
"ACYP1","OK","negbinomial.size",2.84501712691108e-12,2.18189368168058e-11,"ACYP1",1086
"LINC00476","OK","negbinomial.size",2.87716252215206e-12,2.20567267094247e-11,"LINC00476",1173
"PLA1A","OK","negbinomial.size",2.88033890866102e-12,2.20723358095611e-11,"PLA1A",604
"PRR14","OK","negbinomial.size",2.90307445616569e-12,2.22377571222791e-11,"PRR14",2687
"TTC25","OK","negbinomial.size",2.91497458583565e-12,2.23200803235841e-11,"TTC25",584
"KTI12","OK","negbinomial.size",2.94520827572409e-12,2.25405982109756e-11,"KTI12",953
"SOX12","OK","negbinomial.size",2.94610288132295e-12,2.25405982109756e-11,"SOX12",384
"SLC18B1","OK","negbinomial.size",3.01766337679267e-12,2.30789845849766e-11,"SLC18B1",678
"RARG","OK","negbinomial.size",3.03394980258195e-12,2.31943784868005e-11,"RARG",398
"TSKS","OK","negbinomial.size",3.09666333151556e-12,2.36644737892407e-11,"TSKS",566
"IFT43","OK","negbinomial.size",3.18704632585176e-12,2.43455626399023e-11,"IFT43",797
"LYPLA2","OK","negbinomial.size",3.26166086067104e-12,2.48958869400668e-11,"LYPLA2",3478
"COL18A1","OK","negbinomial.size",3.26111974476138e-12,2.48958869400668e-11,"COL18A1",611
"MEGF6","OK","negbinomial.size",3.36611422915675e-12,2.56830402577009e-11,"MEGF6",548
"PRKCB","OK","negbinomial.size",3.43000219140895e-12,2.61601861383385e-11,"PRKCB",12217
"SLITRK5","OK","negbinomial.size",3.48278547666397e-12,2.65522955777016e-11,"SLITRK5",80
"AC016745.2","OK","negbinomial.size",3.48715238835315e-12,2.65751215674614e-11,"AC016745.2",327
"SPTSSA","OK","negbinomial.size",3.50110913925144e-12,2.66690355994755e-11,"SPTSSA",5985
"ARFGAP3","OK","negbinomial.size",3.50223115637065e-12,2.66690355994755e-11,"ARFGAP3",7585
"AL731577.1","OK","negbinomial.size",3.51538953317663e-12,2.67587082948093e-11,"AL731577.1",310
"CYP7B1","OK","negbinomial.size",3.53653672857293e-12,2.69090964838782e-11,"CYP7B1",78
"PNPLA1","OK","negbinomial.size",3.54278436781954e-12,2.69460420463194e-11,"PNPLA1",657
"HPCAL1","OK","negbinomial.size",3.56172445216395e-12,2.70794580599127e-11,"HPCAL1",5650
"L1TD1","OK","negbinomial.size",3.62103133035616e-12,2.75195537737354e-11,"L1TD1",134
"TSPYL2","OK","negbinomial.size",3.72787818972897e-12,2.83204623699308e-11,"TSPYL2",2301
"IGF2BP3","OK","negbinomial.size",3.75764311671298e-12,2.85353855669726e-11,"IGF2BP3",924
"CFH","OK","negbinomial.size",3.7682400515493e-12,2.86046363442509e-11,"CFH",61
"MAP3K12","OK","negbinomial.size",3.79881850328619e-12,2.88254526727208e-11,"MAP3K12",3182
"CEMIP2","OK","negbinomial.size",3.86307524704949e-12,2.93015468484079e-11,"CEMIP2",4360
"CARD8-AS1","OK","negbinomial.size",3.90344162771217e-12,2.95961298815607e-11,"CARD8-AS1",2588
"AP2S1","OK","negbinomial.size",3.92857496716834e-12,2.97750296160837e-11,"AP2S1",14913
"ADAMDEC1","OK","negbinomial.size",3.9405745451814e-12,2.98494458568247e-11,"ADAMDEC1",232
"ADAMTS1","OK","negbinomial.size",3.9414776881771e-12,2.98494458568247e-11,"ADAMTS1",32
"SDCCAG8","OK","negbinomial.size",3.9447950500896e-12,2.98628853283474e-11,"SDCCAG8",5480
"TTC28-AS1","OK","negbinomial.size",3.95498140518164e-12,2.99282936122365e-11,"TTC28-AS1",2271
"TSEN34","OK","negbinomial.size",3.9608962188642e-12,2.99613396281963e-11,"TSEN34",5280
"USP36","OK","negbinomial.size",4.03470270965313e-12,3.0507711074514e-11,"USP36",4312
"TNFRSF1A","OK","negbinomial.size",4.11969838647088e-12,3.11382279058636e-11,"TNFRSF1A",4875
"CDK9","OK","negbinomial.size",4.20485527745647e-12,3.17694705721019e-11,"CDK9",4038
"DAZAP2","OK","negbinomial.size",4.2792100082936e-12,3.23186375850719e-11,"DAZAP2",17489
"NBN","OK","negbinomial.size",4.31601098542197e-12,3.25838629659957e-11,"NBN",7270
"ZG16B","OK","negbinomial.size",4.35801429232578e-12,3.28881413865692e-11,"ZG16B",858
"CCR7","OK","negbinomial.size",4.36825557145322e-12,3.29525810976695e-11,"CCR7",259
"PDE7A","OK","negbinomial.size",4.37939435918008e-12,3.30237384537003e-11,"PDE7A",3059
"ZNF846","OK","negbinomial.size",4.52873448911878e-12,3.41365706798568e-11,"ZNF846",715
"LINC01002","OK","negbinomial.size",4.53976000449909e-12,3.42063582744604e-11,"LINC01002",1076
"CCDC189","OK","negbinomial.size",4.61415874385105e-12,3.47534127644843e-11,"CCDC189",726
"IL3RA","OK","negbinomial.size",4.70352384259075e-12,3.54127230731347e-11,"IL3RA",1320
"SLC39A4","OK","negbinomial.size",4.75088042909795e-12,3.57553625451201e-11,"SLC39A4",2637
"TMX1","OK","negbinomial.size",4.95320772610181e-12,3.72635996712603e-11,"TMX1",7033
"DNM1","OK","negbinomial.size",4.96374576872106e-12,3.73283709577053e-11,"DNM1",389
"AL354740.1","OK","negbinomial.size",5.02835553941361e-12,3.77995643403609e-11,"AL354740.1",1362
"AC020765.2","OK","negbinomial.size",5.29808146581848e-12,3.98117092134504e-11,"AC020765.2",1040
"TMOD2","OK","negbinomial.size",5.43718029377195e-12,4.08410938869009e-11,"TMOD2",1814
"KAT2A","OK","negbinomial.size",5.57427617260963e-12,4.18546407576434e-11,"KAT2A",667
"CDK11A","OK","negbinomial.size",5.66115310222858e-12,4.2490477161628e-11,"CDK11A",3961
"AL513128.2","OK","negbinomial.size",5.70867831217657e-12,4.28305760034116e-11,"AL513128.2",38
"DGKH","OK","negbinomial.size",5.73449541370818e-12,4.30076046970745e-11,"DGKH",1125
"NOP56","OK","negbinomial.size",5.82875270012013e-12,4.3697585598848e-11,"NOP56",4586
"RABEP2","OK","negbinomial.size",5.85388768586397e-12,4.38690297852377e-11,"RABEP2",1481
"AL049552.2","OK","negbinomial.size",5.86216212400728e-12,4.39140372424183e-11,"AL049552.2",60
"BEND6","OK","negbinomial.size",5.89194856707437e-12,4.41200960978176e-11,"BEND6",24
"TTC39C","OK","negbinomial.size",5.9796877237558e-12,4.47597893537282e-11,"TTC39C",5166
"CLIP4","OK","negbinomial.size",5.98688888805044e-12,4.47963696196337e-11,"CLIP4",2652
"AKR1C3","OK","negbinomial.size",6.08756875011418e-12,4.55320974868471e-11,"AKR1C3",295
"TAP1","OK","negbinomial.size",6.11170210792933e-12,4.56949469691727e-11,"TAP1",4956
"OSBPL5","OK","negbinomial.size",6.19536979572165e-12,4.63026151103413e-11,"OSBPL5",977
"TRMO","OK","negbinomial.size",6.26582722066683e-12,4.6811122157641e-11,"TRMO",1587
"TESC","OK","negbinomial.size",6.33326428876759e-12,4.72966808787324e-11,"TESC",7531
"IL12RB2","OK","negbinomial.size",6.5686214969392e-12,4.90354054439846e-11,"IL12RB2",84
"GPR162","OK","negbinomial.size",6.69561374415293e-12,4.99641462010672e-11,"GPR162",1428
"AC022730.4","OK","negbinomial.size",6.70501051812571e-12,5.00149859727782e-11,"AC022730.4",110
"ATG7","OK","negbinomial.size",6.77156140493319e-12,5.04919545898658e-11,"ATG7",4798
"TM2D3","OK","negbinomial.size",6.82602099526065e-12,5.08784321930152e-11,"TM2D3",6526
"IFITM2","OK","negbinomial.size",6.94681372636687e-12,5.17588426871761e-11,"IFITM2",16443
"QSOX1","OK","negbinomial.size",7.06341323722326e-12,5.26073451454139e-11,"QSOX1",6696
"UHRF1","OK","negbinomial.size",7.13026548536823e-12,5.30848265385665e-11,"UHRF1",281
"TRMT13","OK","negbinomial.size",7.27259557835125e-12,5.41236572895598e-11,"TRMT13",618
"AL391121.1","OK","negbinomial.size",7.28057233807682e-12,5.41621978278835e-11,"AL391121.1",1125
"GFI1","OK","negbinomial.size",7.53461145390459e-12,5.60305316608649e-11,"GFI1",352
"TAP2","OK","negbinomial.size",7.53957055936564e-12,5.60458783861907e-11,"TAP2",3856
"RNF181","OK","negbinomial.size",7.70696951218109e-12,5.72682567551974e-11,"RNF181",9854
"TMEM170B","OK","negbinomial.size",7.79724557112012e-12,5.79168390330668e-11,"TMEM170B",12400
"FAM49A","OK","negbinomial.size",7.85522338858285e-12,5.83251089884151e-11,"FAM49A",7081
"PTGES","OK","negbinomial.size",7.90913136923825e-12,5.87028588628622e-11,"PTGES",294
"CACNA2D4","OK","negbinomial.size",8.08614265202442e-12,5.99706755997075e-11,"CACNA2D4",4102
"LAGE3","OK","negbinomial.size",8.08498837732039e-12,5.99706755997075e-11,"LAGE3",3466
"TMX4","OK","negbinomial.size",8.10201146301307e-12,6.00653526961103e-11,"TMX4",9458
"N4BP2L1","OK","negbinomial.size",8.11622364527782e-12,6.01476803605064e-11,"N4BP2L1",4027
"NR2C1","OK","negbinomial.size",8.15019607246278e-12,6.03763281188909e-11,"NR2C1",1675
"HSPA6","OK","negbinomial.size",8.27217255410812e-12,6.12564820695757e-11,"HSPA6",1333
"LAPTM4A","OK","negbinomial.size",8.85424863634793e-12,6.55417555846221e-11,"LAPTM4A",13392
"MPHOSPH9","OK","negbinomial.size",8.88258986071969e-12,6.57264112897366e-11,"MPHOSPH9",1933
"MCM6","OK","negbinomial.size",8.89747889481213e-12,6.58114249013674e-11,"MCM6",395
"ABAT","OK","negbinomial.size",8.95149235142158e-12,6.61856521949838e-11,"ABAT",1981
"SH2D4A","OK","negbinomial.size",8.96808423362873e-12,6.62830112677935e-11,"SH2D4A",41
"AC125437.1","OK","negbinomial.size",9.08646092962245e-12,6.71322993185885e-11,"AC125437.1",688
"RBBP8","OK","negbinomial.size",9.14939106821093e-12,6.75714471222278e-11,"RBBP8",3002
"ATP11A","OK","negbinomial.size",9.23478771275778e-12,6.81761196627964e-11,"ATP11A",7965
"AHCTF1","OK","negbinomial.size",9.28730245699392e-12,6.85376720015369e-11,"AHCTF1",5841
"STAR","OK","negbinomial.size",9.29161231347652e-12,6.85433458658403e-11,"STAR",143
"FDPS","OK","negbinomial.size",9.59764463351783e-12,7.07739455889542e-11,"FDPS",5367
"RAB5IF","OK","negbinomial.size",9.68690091559067e-12,7.14049280362105e-11,"RAB5IF",14286
"LINC01597","OK","negbinomial.size",9.81624892405554e-12,7.23308452314211e-11,"LINC01597",51
"SIRT1","OK","negbinomial.size",9.86530392261448e-12,7.26646453691204e-11,"SIRT1",3545
"CHPT1","OK","negbinomial.size",9.88529812710706e-12,7.2784220557783e-11,"CHPT1",6244
"NCOA1","OK","negbinomial.size",1.00385406889684e-11,7.38844228579323e-11,"NCOA1",7055
"MFSD14B","OK","negbinomial.size",1.01917253127426e-11,7.49548734341786e-11,"MFSD14B",4669
"ZFAND6","OK","negbinomial.size",1.01897004037953e-11,7.49548734341786e-11,"ZFAND6",9002
"DDX58","OK","negbinomial.size",1.03748195780004e-11,7.62724582496595e-11,"DDX58",2170
"TMEM70","OK","negbinomial.size",1.04370610943188e-11,7.67009079737015e-11,"TMEM70",3227
"AC011379.1","OK","negbinomial.size",1.048198658028e-11,7.70018270339581e-11,"AC011379.1",696
"MDFIC","OK","negbinomial.size",1.05019112795551e-11,7.71189289219831e-11,"MDFIC",5078
"TMEM184A","OK","negbinomial.size",1.08174892329549e-11,7.93760951790403e-11,"TMEM184A",462
"BCOR","OK","negbinomial.size",1.08141443683622e-11,7.93760951790403e-11,"BCOR",1883
"GATAD2A","OK","negbinomial.size",1.08429086081318e-11,7.95324675739326e-11,"GATAD2A",6640
"ZAP70","OK","negbinomial.size",1.08959570676212e-11,7.98913033931606e-11,"ZAP70",263
"CRELD1","OK","negbinomial.size",1.09190491952857e-11,8.00303049122096e-11,"CRELD1",927
"MYL9","OK","negbinomial.size",1.10205404908343e-11,8.07436041942011e-11,"MYL9",249
"AC016074.2","OK","negbinomial.size",1.14594245556272e-11,8.39273859717275e-11,"AC016074.2",18
"MYLIP","OK","negbinomial.size",1.19571906119372e-11,8.75398406487398e-11,"MYLIP",9410
"MTA1","OK","negbinomial.size",1.19683284885026e-11,8.75882550290904e-11,"MTA1",1982
"ZNF281","OK","negbinomial.size",1.19818459987109e-11,8.76540411931394e-11,"ZNF281",10013
"CASC8","OK","negbinomial.size",1.21012444212923e-11,8.84940643229905e-11,"CASC8",96
"CD70","OK","negbinomial.size",1.23868139938436e-11,9.05481716309781e-11,"CD70",182
"SSBP3","OK","negbinomial.size",1.25262964809729e-11,9.15332280038473e-11,"SSBP3",4156
"RBMX","OK","negbinomial.size",1.26418734717647e-11,9.23429225633774e-11,"RBMX",11528
"HYDIN","OK","negbinomial.size",1.2673800718646e-11,9.25412148286803e-11,"HYDIN",641
"NUMA1","OK","negbinomial.size",1.3038677367531e-11,9.51695617659493e-11,"NUMA1",5328
"ARHGAP29","OK","negbinomial.size",1.32346238864791e-11,9.65633677235494e-11,"ARHGAP29",673
"LINC00685","OK","negbinomial.size",1.32964231554266e-11,9.69777177918583e-11,"LINC00685",892
"LINC01023","OK","negbinomial.size",1.35761193281907e-11,9.89803924051926e-11,"LINC01023",479
"SRP14","OK","negbinomial.size",1.36323178998425e-11,9.93527024048384e-11,"SRP14",17533
"CAND1","OK","negbinomial.size",1.36647825821071e-11,9.95518240277933e-11,"CAND1",3117
"COMMD1","OK","negbinomial.size",1.36984502218716e-11,9.97595564126293e-11,"COMMD1",4692
"AC093323.1","OK","negbinomial.size",1.38287525666627e-11,1.00670614303456e-10,"AC093323.1",795
"ZNF43","OK","negbinomial.size",1.39625906633512e-11,1.01606717094169e-10,"ZNF43",684
"TALDO1","OK","negbinomial.size",1.42939111595222e-11,1.03978669039786e-10,"TALDO1",16799
"SP140","OK","negbinomial.size",1.47893350102767e-11,1.07542132905306e-10,"SP140",1348
"APBB1IP","OK","negbinomial.size",1.48548255033035e-11,1.07977790937832e-10,"APBB1IP",11391
"WDR83OS","OK","negbinomial.size",1.48937312332543e-11,1.08219953259048e-10,"WDR83OS",13557
"BTN3A3","OK","negbinomial.size",1.49203228974284e-11,1.0837249167937e-10,"BTN3A3",1498
"RGL2","OK","negbinomial.size",1.49402734698252e-11,1.08476696757466e-10,"RGL2",2668
"WNK1","OK","negbinomial.size",1.51112258091677e-11,1.09676789646816e-10,"WNK1",9860
"ELAC2","OK","negbinomial.size",1.52882401409307e-11,1.10919964170913e-10,"ELAC2",1288
"MMP19","OK","negbinomial.size",1.55912863840712e-11,1.13076257226102e-10,"MMP19",1015
"TOB1","OK","negbinomial.size",1.57567170473562e-11,1.14233247897256e-10,"TOB1",8568
"OSBPL11","OK","negbinomial.size",1.59533026079738e-11,1.15615154841838e-10,"OSBPL11",9102
"HOOK3","OK","negbinomial.size",1.65605189618294e-11,1.19970795488073e-10,"HOOK3",10785
"RAB37","OK","negbinomial.size",1.69653413822035e-11,1.2285750584935e-10,"RAB37",3839
"LINC00539","OK","negbinomial.size",1.7048258874262e-11,1.23411797692255e-10,"LINC00539",570
"COA6-AS1","OK","negbinomial.size",1.73335101745755e-11,1.2542981549505e-10,"COA6-AS1",1876
"ARID5A","OK","negbinomial.size",1.73408750513188e-11,1.25436217626449e-10,"ARID5A",4220
"PDCL3","OK","negbinomial.size",1.7814844968756e-11,1.28816568569373e-10,"PDCL3",3826
"MT1M","OK","negbinomial.size",1.87916835290485e-11,1.35829207644433e-10,"MT1M",92
"SGMS1","OK","negbinomial.size",1.89574775408183e-11,1.36976443731847e-10,"SGMS1",4269
"ERH","OK","negbinomial.size",1.90039881047522e-11,1.37261267814809e-10,"ERH",10415
"PCNX1","OK","negbinomial.size",1.99704037762011e-11,1.44187656059651e-10,"PCNX1",7787
"C1QBP","OK","negbinomial.size",2.03336730967795e-11,1.46755745762252e-10,"C1QBP",7243
"H2AFZ","OK","negbinomial.size",2.05006158408505e-11,1.47905486705682e-10,"H2AFZ",14725
"C1RL-AS1","OK","negbinomial.size",2.09526282731511e-11,1.51110292654019e-10,"C1RL-AS1",573
"EPHA1-AS1","OK","negbinomial.size",2.09657989035964e-11,1.51115161120526e-10,"EPHA1-AS1",1305
"STX4","OK","negbinomial.size",2.09689168140586e-11,1.51115161120526e-10,"STX4",4667
"MORF4L2","OK","negbinomial.size",2.11106966962443e-11,1.52080296222256e-10,"MORF4L2",5446
"NBPF12","OK","negbinomial.size",2.12472433765179e-11,1.53007027544366e-10,"NBPF12",2455
"CLINT1","OK","negbinomial.size",2.13562569045139e-11,1.53734869803152e-10,"CLINT1",10023
"AP4M1","OK","negbinomial.size",2.15851634235859e-11,1.55324910182287e-10,"AP4M1",738
"CMC2","OK","negbinomial.size",2.18886670842999e-11,1.57450363712669e-10,"CMC2",5206
"BMP2","OK","negbinomial.size",2.21940824261549e-11,1.59587984221055e-10,"BMP2",123
"CTSO","OK","negbinomial.size",2.23140150249146e-11,1.60390786794382e-10,"CTSO",2933
"MAP7","OK","negbinomial.size",2.23367972390664e-11,1.60494945863626e-10,"MAP7",604
"BNIP3","OK","negbinomial.size",2.2562535241585e-11,1.62056769822397e-10,"BNIP3",1595
"RUVBL2","OK","negbinomial.size",2.31487005813646e-11,1.66205266006482e-10,"RUVBL2",1814
"AC243829.4","OK","negbinomial.size",2.31795490827408e-11,1.66365046939048e-10,"AC243829.4",456
"TMEM220","OK","negbinomial.size",2.32401917503391e-11,1.66738469870761e-10,"TMEM220",533
"RNF7","OK","negbinomial.size",2.33929873798702e-11,1.67772529348702e-10,"RNF7",11637
"QPRT","OK","negbinomial.size",2.39893510430954e-11,1.71985877089333e-10,"QPRT",468
"MAPK1","OK","negbinomial.size",2.400220113203e-11,1.72014293710739e-10,"MAPK1",9435
"PRLR","OK","negbinomial.size",2.41503448151302e-11,1.73011926197807e-10,"PRLR",1899
"BTBD19","OK","negbinomial.size",2.45195310521043e-11,1.75591773057929e-10,"BTBD19",1631
"NDUFB3","OK","negbinomial.size",2.49950087428144e-11,1.78930615471397e-10,"NDUFB3",9808
"NEDD9","OK","negbinomial.size",2.50277519337969e-11,1.79098777886324e-10,"NEDD9",7072
"CWC15","OK","negbinomial.size",2.5463850957228e-11,1.82152166658929e-10,"CWC15",8564
"PAWR","OK","negbinomial.size",2.56452289202269e-11,1.83381860439169e-10,"PAWR",142
"SLMAP","OK","negbinomial.size",2.59657379993495e-11,1.85605166341731e-10,"SLMAP",5587
"GSE1","OK","negbinomial.size",2.61028574473439e-11,1.86516431010792e-10,"GSE1",4198
"FUT4","OK","negbinomial.size",2.63825002003587e-11,1.88445039254001e-10,"FUT4",4266
"HIP1","OK","negbinomial.size",2.6757803030385e-11,1.91055253876489e-10,"HIP1",3896
"RPS16","OK","negbinomial.size",2.68325044543015e-11,1.91517989941709e-10,"RPS16",19114
"RPS23","OK","negbinomial.size",2.69361497817649e-11,1.92186896913241e-10,"RPS23",19543
"CT69","OK","negbinomial.size",2.69592918152587e-11,1.92281139155477e-10,"CT69",308
"CASP6","OK","negbinomial.size",2.70578848296225e-11,1.92913251067036e-10,"CASP6",707
"PYGL","OK","negbinomial.size",2.79230729936364e-11,1.99008440330567e-10,"PYGL",9506
"OSBPL1A","OK","negbinomial.size",2.80524192822822e-11,1.99856709623532e-10,"OSBPL1A",1975
"OTUD6B-AS1","OK","negbinomial.size",2.84751185396545e-11,2.02793550247275e-10,"OTUD6B-AS1",4191
"TSSC4","OK","negbinomial.size",2.86351043819764e-11,2.03857931416667e-10,"TSSC4",3941
"WDR27","OK","negbinomial.size",2.89280574587019e-11,2.05867797142681e-10,"WDR27",524
"POMP","OK","negbinomial.size",2.91015462136498e-11,2.07026324901734e-10,"POMP",14196
"CRTAP","OK","negbinomial.size",2.95545699172835e-11,2.10171862560197e-10,"CRTAP",10813
"BAZ2B","OK","negbinomial.size",2.98275056957043e-11,2.12034898182794e-10,"BAZ2B",9975
"DUSP23","OK","negbinomial.size",3.02192540766759e-11,2.14740859457494e-10,"DUSP23",5337
"NFAM1","OK","negbinomial.size",3.04005126152729e-11,2.15949623006913e-10,"NFAM1",7099
"CPA3","OK","negbinomial.size",3.05934242785177e-11,2.17240247160406e-10,"CPA3",114
"ASGR1","OK","negbinomial.size",3.06216111270398e-11,2.17360662481155e-10,"ASGR1",7762
"LST1","OK","negbinomial.size",3.13934805433995e-11,2.22757918943762e-10,"LST1",18700
"LINC00174","OK","negbinomial.size",3.17183362175978e-11,2.24980518198622e-10,"LINC00174",1614
"ACOT13","OK","negbinomial.size",3.25208913229604e-11,2.30588605618514e-10,"ACOT13",2224
"ZNF675","OK","negbinomial.size",3.26898597514816e-11,2.31701799783753e-10,"ZNF675",690
"AC245060.5","OK","negbinomial.size",3.41452132155788e-11,2.41928584265724e-10,"AC245060.5",470
"ST3GAL3","OK","negbinomial.size",3.42112169076459e-11,2.42307546901318e-10,"ST3GAL3",764
"MIIP","OK","negbinomial.size",3.44372644513715e-11,2.43819359175274e-10,"MIIP",4445
"PLPP5","OK","negbinomial.size",3.4686682164279e-11,2.45495468612047e-10,"PLPP5",1793
