"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LTB",0,1.34609146221324,0.963,0.565,0,"0","LTB"
"RPL23",0,0.977907090776582,1,0.992,0,"0","RPL23"
"RPS17",0,0.876801066852912,0.997,0.971,0,"0","RPS17"
"LDHB",0,0.819361546668636,0.925,0.677,0,"0","LDHB"
"RCAN3",0,0.816787173539406,0.655,0.158,0,"0","RCAN3"
"RPS13",0,0.811287608245661,1,0.999,0,"0","RPS13"
"RPS8",0,0.804159418582163,1,1,0,"0","RPS8"
"MAL",0,0.802634513305944,0.538,0.063,0,"0","MAL"
"RPL21",0,0.77999493642363,1,0.999,0,"0","RPL21"
"PRKCQ-AS1",0,0.773907176916052,0.588,0.169,0,"0","PRKCQ-AS1"
"RPS6",0,0.773276467456639,1,1,0,"0","RPS6"
"IL7R",0,0.762433408665932,0.899,0.534,0,"0","IL7R"
"RPS3A",0,0.759029116215223,1,1,0,"0","RPS3A"
"RPS20",0,0.753726692382156,1,0.999,0,"0","RPS20"
"NOSIP",0,0.741969695872322,0.655,0.267,0,"0","NOSIP"
"RPL32",0,0.729365882458786,1,1,0,"0","RPL32"
"RPL9",0,0.723899441960604,1,1,0,"0","RPL9"
"RPS12",0,0.720808993091413,1,1,0,"0","RPS12"
"RPS5",0,0.712599775924759,0.999,0.995,0,"0","RPS5"
"RPL34",0,0.706353900930203,1,1,0,"0","RPL34"
"EEF1B2",0,0.704588472815215,0.998,0.992,0,"0","EEF1B2"
"TCF7",0,0.703107253465487,0.684,0.275,0,"0","TCF7"
"RPS25",0,0.700907672994212,1,1,0,"0","RPS25"
"GAS5",0,0.689684003008426,0.953,0.769,0,"0","GAS5"
"SARAF",0,0.686676901887611,0.972,0.87,0,"0","SARAF"
"RPL27A",0,0.686108155686026,1,0.999,0,"0","RPL27A"
"RPL7",0,0.685966227590153,1,0.997,0,"0","RPL7"
"RPL22",0,0.679710082694807,1,0.999,0,"0","RPL22"
"LEF1",0,0.678659964622435,0.512,0.091,0,"0","LEF1"
"RPS16",0,0.67508016976351,1,0.999,0,"0","RPS16"
"RPL30",0,0.673410770338812,1,1,0,"0","RPL30"
"RPL11",0,0.662068154890316,1,1,0,"0","RPL11"
"RPL13",0,0.656107323885544,1,1,0,"0","RPL13"
"EIF3E",0,0.652852392722871,0.926,0.739,0,"0","EIF3E"
"RGS10",0,0.644038029534067,0.726,0.374,0,"0","RGS10"
"TPT1",0,0.640373054423725,1,1,0,"0","TPT1"
"CCR7",0,0.637185408858998,0.448,0.072,0,"0","CCR7"
"RPS18",0,0.632091041173834,1,1,0,"0","RPS18"
"RPL31",0,0.631457078153202,1,0.995,0,"0","RPL31"
"RPS28",0,0.630138310359952,1,1,0,"0","RPS28"
"GPR183",0,0.628382877601397,0.551,0.255,0,"0","GPR183"
"RPS11",0,0.628341128042628,1,0.999,0,"0","RPS11"
"RPL5",0,0.622566857752502,1,1,0,"0","RPL5"
"RPS10",0,0.611554593256563,1,0.998,0,"0","RPS10"
"RPL10A",0,0.610794658480086,1,0.998,0,"0","RPL10A"
"RPL38",0,0.59906789795652,1,0.999,0,"0","RPL38"
"LEPROTL1",0,0.587735746450806,0.848,0.612,0,"0","LEPROTL1"
"RPS14",0,0.585758417788426,1,1,0,"0","RPS14"
"TMEM123",0,0.5852106483676,0.742,0.396,0,"0","TMEM123"
"RPLP2",0,0.583085608221184,1,1,0,"0","RPLP2"
"EEF1G",0,0.582711245379607,0.992,0.969,0,"0","EEF1G"
"RPL39",0,0.582692310931353,1,1,0,"0","RPL39"
"RPS23",0,0.570003865441588,1,1,0,"0","RPS23"
"BCL11B",0,0.567476668469704,0.823,0.545,0,"0","BCL11B"
"PIK3IP1",0,0.566597807404859,0.762,0.436,0,"0","PIK3IP1"
"RPL35A",0,0.563271100497918,1,1,0,"0","RPL35A"
"SOCS3",0,0.557178845724318,0.465,0.196,0,"0","SOCS3"
"RPS27",0,0.556890582093073,1,1,0,"0","RPS27"
"RPL10",0,0.55408839885389,1,1,0,"0","RPL10"
"RPL36",0,0.553448777542354,1,1,0,"0","RPL36"
"RPS29",0,0.54650690289589,1,1,0,"0","RPS29"
"RPL18",0,0.543715245482876,1,1,0,"0","RPL18"
"RPL18A",0,0.541615957489776,1,1,0,"0","RPL18A"
"RPS21",0,0.534515156440991,1,0.999,0,"0","RPS21"
"SELL",0,0.534278036552886,0.577,0.247,0,"0","SELL"
"RPL19",0,0.529385040718079,1,1,0,"0","RPL19"
"IL6ST",0,0.527373324446959,0.424,0.104,0,"0","IL6ST"
"RPL37",0,0.523326780522894,1,1,0,"0","RPL37"
"RPLP1",0,0.521474884373158,1,1,0,"0","RPLP1"
"GIMAP7",0,0.51779286281051,0.67,0.429,0,"0","GIMAP7"
"NDFIP1",0,0.517707950515027,0.628,0.31,0,"0","NDFIP1"
"RPL13A",0,0.515670594415193,1,1,0,"0","RPL13A"
"RPSA",0,0.514758064933618,1,0.998,0,"0","RPSA"
"EEF1A1",0,0.509346586995797,1,1,0,"0","EEF1A1"
"RPL12",0,0.508821053026928,1,1,0,"0","RPL12"
"RPS27A",0,0.503428667195666,1,1,0,"0","RPS27A"
"RPS4X",0,0.501935043373106,1,1,0,"0","RPS4X"
"RPS9",0,0.496459081466162,1,1,0,"0","RPS9"
"RPS15A",0,0.493097338024578,1,1,0,"0","RPS15A"
"RPL8",0,0.48872647502684,1,0.999,0,"0","RPL8"
"RPLP0",0,0.486637411859337,0.999,0.992,0,"0","RPLP0"
"CAMK4",0,0.486318158842953,0.441,0.123,0,"0","CAMK4"
"FOXP1",0,0.485924864234169,0.759,0.503,0,"0","FOXP1"
"RPL37A",0,0.474113994260928,1,1,0,"0","RPL37A"
"TRABD2A",0,0.46783256629475,0.357,0.06,0,"0","TRABD2A"
"TOMM7",0,0.46404258044156,0.992,0.968,0,"0","TOMM7"
"SH3YL1",0,0.462540665648726,0.373,0.092,0,"0","SH3YL1"
"NPM1",0,0.456317544917206,0.991,0.967,0,"0","NPM1"
"RPS2",0,0.449758046532986,1,1,0,"0","RPS2"
"RPL24",0,0.445297861991795,1,1,0,"0","RPL24"
"OXNAD1",0,0.444235859927968,0.468,0.179,0,"0","OXNAD1"
"LINC01578",0,0.440441270531399,0.92,0.841,0,"0","LINC01578"
"TRAC",0,0.438851350468126,0.77,0.523,0,"0","TRAC"
"NAP1L1",0,0.437725955924404,0.874,0.7,0,"0","NAP1L1"
"SNHG5",0,0.435891269081898,0.872,0.747,0,"0","SNHG5"
"RPL29",0,0.430068956916395,1,1,0,"0","RPL29"
"RPL4",0,0.42861390582628,0.994,0.975,0,"0","RPL4"
"RPL36A",0,0.426230239549987,1,0.999,0,"0","RPL36A"
"MAML2",0,0.423932708902967,0.404,0.139,0,"0","MAML2"
"CD27",0,0.423792779299982,0.431,0.142,0,"0","CD27"
"RPL41",0,0.415804954929831,1,1,0,"0","RPL41"
"SMDT1",0,0.404315416557127,0.751,0.545,0,"0","SMDT1"
"SNHG32",0,0.403301391227875,0.554,0.29,0,"0","SNHG32"
"RACK1",0,0.403129139564324,1,0.997,0,"0","RACK1"
"RPL28",0,0.403012014526816,1,1,0,"0","RPL28"
"FLT3LG",0,0.401048808054374,0.436,0.171,0,"0","FLT3LG"
"COX7C",0,0.399838058757218,0.992,0.972,0,"0","COX7C"
"RPL17",0,0.398648197803588,1,1,0,"0","RPL17"
"RPL27",0,0.397761347245294,1,0.997,0,"0","RPL27"
"RPL14",0,0.397718008839133,1,1,0,"0","RPL14"
"RPL6",0,0.3952691945973,1,1,0,"0","RPL6"
"RPL3",0,0.393407385807259,1,1,0,"0","RPL3"
"SNHG29",0,0.39262636229537,0.956,0.847,0,"0","SNHG29"
"UBA52",0,0.391241428308181,1,0.999,0,"0","UBA52"
"NSA2",0,0.390917457687517,0.837,0.709,0,"0","NSA2"
"MCUB",0,0.390738147742786,0.513,0.239,0,"0","MCUB"
"BIRC3",0,0.388033332029727,0.393,0.17,0,"0","BIRC3"
"C12orf57",0,0.386016557581159,0.878,0.742,0,"0","C12orf57"
"NOP53",0,0.384930286491855,0.942,0.85,0,"0","NOP53"
"RPS15",0,0.373043421392799,1,1,0,"0","RPS15"
"BCL2",0,0.370282608587851,0.449,0.222,0,"0","BCL2"
"NACA",0,0.352044121985032,1,1,0,"0","NACA"
"RPL23A",0,0.350732963891839,1,0.999,0,"0","RPL23A"
"EIF3H",0,0.349666703089552,0.822,0.652,0,"0","EIF3H"
"RNASET2",0,0.342065155458962,0.617,0.396,0,"0","RNASET2"
"ALKBH7",0,0.334653954752942,0.481,0.258,0,"0","ALKBH7"
"TRAT1",0,0.327221427272038,0.324,0.113,0,"0","TRAT1"
"RHOH",0,0.326826798940999,0.539,0.314,0,"0","RHOH"
"HINT1",0,0.324114211041297,0.961,0.9,0,"0","HINT1"
"ABLIM1",0,0.321477916433545,0.352,0.138,0,"0","ABLIM1"
"RPS7",0,0.320939343047367,1,1,0,"0","RPS7"
"PABPC1",0,0.319670724768455,0.988,0.948,0,"0","PABPC1"
"TMEM243",0,0.319431687903899,0.438,0.217,0,"0","TMEM243"
"CD28",0,0.313891593287601,0.299,0.089,0,"0","CD28"
"RPL26",0,0.311560808355566,1,1,0,"0","RPL26"
"RPS3",0,0.310065453884421,1,1,0,"0","RPS3"
"DGKA",0,0.307955138262489,0.332,0.115,0,"0","DGKA"
"AQP3",0,0.306458409011792,0.285,0.095,0,"0","AQP3"
"INPP4B",0,0.294130804642297,0.286,0.096,0,"0","INPP4B"
"PFDN5",0,0.286809571485165,0.997,0.99,0,"0","PFDN5"
"EEF1D",0,0.275682996787116,0.993,0.983,0,"0","EEF1D"
"NCK2",0,0.269727551157124,0.365,0.166,0,"0","NCK2"
"FAM102A",0,0.263175144981435,0.275,0.091,0,"0","FAM102A"
"FAU",0,0.253554631098988,1,1,0,"0","FAU"
"RPL7A",0,0.252692959304953,1,1,0,"0","RPL7A"
"CORO1B",1.80864697329413e-305,0.344146750933793,0.385,0.189,3.84409827703935e-301,"0","CORO1B"
"PPA1",1.17709995410038e-304,0.301301052383142,0.473,0.259,2.50180824244494e-300,"0","PPA1"
"TNFAIP8",1.00071348750095e-301,0.306538219822619,0.556,0.331,2.12691644633451e-297,"0","TNFAIP8"
"PPP1R2",1.29884635333694e-300,0.324345850576553,0.586,0.368,2.76056803938233e-296,"0","PPP1R2"
"BTF3",2.2780937977245e-298,0.265947021731189,0.992,0.975,4.84186055768365e-294,"0","BTF3"
"COMMD6",1.1484547414436e-291,0.313834497841889,0.943,0.883,2.44092570746423e-287,"0","COMMD6"
"CD48",1.49889882580313e-286,0.306563669630145,0.924,0.839,3.18575956436198e-282,"0","CD48"
"IRS2",2.04024842457864e-286,0.275251595625081,0.338,0.153,4.33634400159943e-282,"0","IRS2"
"SNHG8",3.27270806190842e-286,0.346275775983995,0.86,0.738,6.95581371478015e-282,"0","SNHG8"
"EIF2S3",9.24641332076761e-283,0.323950964503744,0.637,0.43,1.96523268719595e-278,"0","EIF2S3"
"PCED1B-AS1",8.92148602943595e-281,0.370861060374799,0.892,0.804,1.89617264069632e-276,"0","PCED1B-AS1"
"GIMAP1",1.07335848535263e-276,0.277909547677117,0.376,0.19,2.28131612476848e-272,"0","GIMAP1"
"UQCRB",6.01755672870396e-275,0.273259872804016,0.983,0.96,1.27897150711874e-270,"0","UQCRB"
"UXT",1.72615366021493e-270,0.320562585947281,0.776,0.625,3.66876698942082e-266,"0","UXT"
"SNHG6",4.05032027338185e-266,0.272572254966317,0.954,0.893,8.60855070904579e-262,"0","SNHG6"
"EIF4B",3.70329881448701e-262,0.310931872506045,0.763,0.6,7.87099130031069e-258,"0","EIF4B"
"RSL1D1",1.66407039617576e-261,0.291074721443491,0.569,0.361,3.53681522003196e-257,"0","RSL1D1"
"TOB1",3.12807407927214e-258,0.340873334896627,0.562,0.356,6.648408648085e-254,"0","TOB1"
"SATB1",4.21004044568343e-257,0.272394345405807,0.441,0.244,8.94801996325556e-253,"0","SATB1"
"EIF3L",1.15025940360374e-254,0.272961323671556,0.556,0.35,2.44476133641939e-250,"0","EIF3L"
"COX4I1",6.46903759755218e-253,0.257817667910341,0.983,0.968,1.37492925098374e-248,"0","COX4I1"
"HSPB1",7.90190786386974e-249,0.262985421697761,0.422,0.236,1.67947149738687e-244,"0","HSPB1"
"MGAT4A",2.86755725747471e-246,0.303190936786103,0.636,0.441,6.09470619503674e-242,"0","MGAT4A"
"OCIAD2",1.79708344462573e-243,0.259908207931934,0.503,0.308,3.81952115320752e-239,"0","OCIAD2"
"TOMM20",6.58375575808505e-236,0.284133021608397,0.799,0.654,1.3993114488234e-231,"0","TOMM20"
"CDKN1B",1.34672414609853e-232,0.274509244194515,0.499,0.308,2.86232750011782e-228,"0","CDKN1B"
"CYLD",1.63465093550392e-232,0.280806075116647,0.502,0.31,3.47428709832003e-228,"0","CYLD"
"SOD1",3.20093827771117e-225,0.277999364279816,0.798,0.654,6.80327421544732e-221,"0","SOD1"
"SMAP2",4.91947929282239e-209,0.261247670221599,0.551,0.365,1.04558612889647e-204,"0","SMAP2"
"PSIP1",1.79832998278413e-208,0.258947531152209,0.548,0.362,3.82217054540939e-204,"0","PSIP1"
"FYB1",3.10942498379519e-205,0.307936081577066,0.815,0.699,6.60877186055829e-201,"0","FYB1"
"ST13",4.26937112655442e-200,0.268750234569256,0.635,0.455,9.07412139237877e-196,"0","ST13"
"ANP32B",5.1896213076109e-200,0.259073785808846,0.792,0.657,1.10300211271962e-195,"0","ANP32B"
"RGCC",3.81290844413083e-179,0.357765659553252,0.58,0.404,8.10395560715566e-175,"0","RGCC"
"SBDS",7.24451272778138e-174,0.268573912724066,0.685,0.533,1.53974873516265e-169,"0","SBDS"
"PTGER4",3.4300426886024e-157,0.300487804679168,0.588,0.438,7.29021273035553e-153,"0","PTGER4"
"TRBC2",3.331327557868e-118,0.288812978791933,0.824,0.776,7.08040359149266e-114,"0","TRBC2"
"ARID5B",4.486847345827e-118,0.266630843465025,0.36,0.242,9.53634534882071e-114,"0","ARID5B"
"RPS4Y1",2.09502465669159e-78,0.493947059204858,0.333,0.261,4.4527654053323e-74,"0","RPS4Y1"
"JUNB",4.96281363052029e-71,0.366222315536067,0.962,0.973,1.05479640903078e-66,"0","JUNB"
"CCL5",0,2.60701016896209,0.953,0.314,0,"1","CCL5"
"NKG7",0,2.58160545209044,0.945,0.276,0,"1","NKG7"
"GNLY",0,2.45509153614684,0.723,0.25,0,"1","GNLY"
"GZMA",0,1.84428449518767,0.851,0.175,0,"1","GZMA"
"GZMH",0,1.82747407074396,0.638,0.109,0,"1","GZMH"
"CCL4",0,1.77004557643803,0.58,0.165,0,"1","CCL4"
"CST7",0,1.74186616904997,0.851,0.192,0,"1","CST7"
"GZMB",0,1.5292019247181,0.564,0.107,0,"1","GZMB"
"FGFBP2",0,1.4773363516222,0.529,0.093,0,"1","FGFBP2"
"GZMK",0,1.36402542208565,0.345,0.062,0,"1","GZMK"
"CTSW",0,1.30203682461719,0.755,0.302,0,"1","CTSW"
"KLRD1",0,1.1664498872827,0.557,0.074,0,"1","KLRD1"
"KLRB1",0,1.13065412361034,0.502,0.192,0,"1","KLRB1"
"EFHD2",0,1.08180049495603,0.686,0.252,0,"1","EFHD2"
"HCST",0,1.04748556844557,0.976,0.804,0,"1","HCST"
"CMC1",0,0.999460297664392,0.45,0.125,0,"1","CMC1"
"PRF1",0,0.986704587808705,0.515,0.092,0,"1","PRF1"
"DUSP2",0,0.967722911665219,0.798,0.504,0,"1","DUSP2"
"HOPX",0,0.94916118837354,0.546,0.135,0,"1","HOPX"
"GZMM",0,0.942614736345801,0.805,0.48,0,"1","GZMM"
"IFITM2",0,0.8916231770124,0.919,0.788,0,"1","IFITM2"
"IFNG",0,0.887607027844628,0.28,0.056,0,"1","IFNG"
"TRDC",0,0.884594163666815,0.334,0.063,0,"1","TRDC"
"HLA-C",0,0.88362723244944,1,0.989,0,"1","HLA-C"
"S100A4",0,0.881827749517753,0.98,0.811,0,"1","S100A4"
"SYNE1",0,0.840741905332111,0.529,0.169,0,"1","SYNE1"
"HLA-B",0,0.82672164613902,1,0.993,0,"1","HLA-B"
"CYBA",0,0.825547386839676,0.972,0.838,0,"1","CYBA"
"LYAR",0,0.817441031743126,0.572,0.175,0,"1","LYAR"
"C12orf75",0,0.815464444162589,0.598,0.215,0,"1","C12orf75"
"HLA-A",0,0.806267898138679,1,0.99,0,"1","HLA-A"
"FCGR3A",0,0.777338673197322,0.361,0.066,0,"1","FCGR3A"
"TYROBP",0,0.774104231741811,0.439,0.253,0,"1","TYROBP"
"SH3BGRL3",0,0.77381229428629,0.996,0.945,0,"1","SH3BGRL3"
"B2M",0,0.77274053540587,1,1,0,"1","B2M"
"ID2",0,0.755544183178945,0.822,0.569,0,"1","ID2"
"CLIC3",0,0.751790023180936,0.339,0.062,0,"1","CLIC3"
"SYNE2",0,0.735361411150967,0.644,0.382,0,"1","SYNE2"
"ITGB2",0,0.731116841654529,0.761,0.518,0,"1","ITGB2"
"PPP2R5C",0,0.726896991176729,0.818,0.574,0,"1","PPP2R5C"
"SPON2",0,0.722738593433622,0.363,0.091,0,"1","SPON2"
"PFN1",0,0.710884278084302,0.993,0.948,0,"1","PFN1"
"ZEB2",0,0.703002607725381,0.511,0.175,0,"1","ZEB2"
"LCP1",0,0.696766406644047,0.804,0.567,0,"1","LCP1"
"CD247",0,0.685373696043403,0.676,0.511,0,"1","CD247"
"ABHD17A",0,0.68442276564513,0.656,0.395,0,"1","ABHD17A"
"RUNX3",0,0.679503115475436,0.602,0.291,0,"1","RUNX3"
"CALM1",0,0.677688060024455,0.999,0.978,0,"1","CALM1"
"ARL4C",0,0.673485837843617,0.951,0.796,0,"1","ARL4C"
"XCL2",0,0.665325534449436,0.261,0.032,0,"1","XCL2"
"SAMD3",0,0.665244021023454,0.528,0.199,0,"1","SAMD3"
"PLEK",0,0.650154820875104,0.489,0.17,0,"1","PLEK"
"IER2",0,0.648856849838524,0.937,0.812,0,"1","IER2"
"IL32",0,0.634387781424641,0.926,0.889,0,"1","IL32"
"KLRF1",0,0.624124370337311,0.294,0.047,0,"1","KLRF1"
"PMAIP1",0,0.623252624068469,0.468,0.272,0,"1","PMAIP1"
"LGALS1",0,0.616745903922786,0.605,0.377,0,"1","LGALS1"
"TRGC2",0,0.61609831495617,0.336,0.072,0,"1","TRGC2"
"CD81",0,0.615597721686699,0.634,0.372,0,"1","CD81"
"FLNA",0,0.61340202327466,0.597,0.332,0,"1","FLNA"
"MATK",0,0.61323906709457,0.437,0.099,0,"1","MATK"
"RNF213",0,0.61064912084081,0.701,0.492,0,"1","RNF213"
"PTPRC",0,0.605557260192299,0.96,0.886,0,"1","PTPRC"
"CD8A",0,0.6038517096333,0.377,0.172,0,"1","CD8A"
"CD63",0,0.592375719630483,0.583,0.337,0,"1","CD63"
"LINC01871",0,0.585383123786292,0.4,0.102,0,"1","LINC01871"
"BHLHE40",0,0.583893464236513,0.466,0.195,0,"1","BHLHE40"
"MT-CO1",0,0.581700397012273,0.999,0.994,0,"1","MT-CO1"
"ZFP36",0,0.579413542021547,0.915,0.754,0,"1","ZFP36"
"METRNL",0,0.575684326522898,0.384,0.095,0,"1","METRNL"
"KLRK1",0,0.574666436673326,0.454,0.159,0,"1","KLRK1"
"ACTB",0,0.552821087534415,0.998,0.99,0,"1","ACTB"
"CD99",0,0.551437655545399,0.81,0.574,0,"1","CD99"
"CFL1",0,0.549649022955083,0.986,0.941,0,"1","CFL1"
"ARPC2",0,0.54956657310876,0.917,0.822,0,"1","ARPC2"
"LITAF",0,0.544804877099888,0.697,0.509,0,"1","LITAF"
"MT-CO2",0,0.543670872875547,0.999,0.996,0,"1","MT-CO2"
"PIK3R1",0,0.543404349068097,0.715,0.552,0,"1","PIK3R1"
"UBB",0,0.54025910456152,0.975,0.911,0,"1","UBB"
"KLRG1",0,0.539576711953643,0.347,0.067,0,"1","KLRG1"
"SEPTIN7",0,0.539004748996195,0.877,0.752,0,"1","SEPTIN7"
"SRGN",0,0.533689518980919,0.981,0.868,0,"1","SRGN"
"CLIC1",0,0.52698077867927,0.761,0.53,0,"1","CLIC1"
"PYHIN1",0,0.514563130371562,0.403,0.134,0,"1","PYHIN1"
"MYL6",0,0.507495149257033,0.969,0.888,0,"1","MYL6"
"S100A6",0,0.496530526818517,0.973,0.92,0,"1","S100A6"
"IL2RG",0,0.49494483830652,0.778,0.615,0,"1","IL2RG"
"SMAD7",0,0.492659743662536,0.444,0.214,0,"1","SMAD7"
"C1orf21",0,0.488093593562042,0.31,0.042,0,"1","C1orf21"
"TGFB1",0,0.483579741598477,0.612,0.403,0,"1","TGFB1"
"MAP3K8",0,0.482302359748612,0.405,0.169,0,"1","MAP3K8"
"MYBL1",0,0.478135018837491,0.323,0.077,0,"1","MYBL1"
"APMAP",0,0.475861722377911,0.374,0.112,0,"1","APMAP"
"AHNAK",0,0.473439795868786,0.641,0.41,0,"1","AHNAK"
"GNG2",0,0.473272972001493,0.481,0.255,0,"1","GNG2"
"APOBEC3G",0,0.46464227527219,0.372,0.133,0,"1","APOBEC3G"
"MSN",0,0.459692655466535,0.578,0.405,0,"1","MSN"
"HLA-DPB1",0,0.458457473964654,0.571,0.323,0,"1","HLA-DPB1"
"MT-CYB",0,0.457350588869216,0.999,0.994,0,"1","MT-CYB"
"TMSB4X",0,0.454468518129745,1,1,0,"1","TMSB4X"
"HLA-E",0,0.452494829380284,0.998,0.975,0,"1","HLA-E"
"MT-ATP6",0,0.452138580236807,0.999,0.992,0,"1","MT-ATP6"
"IL2RB",0,0.450507672814077,0.295,0.085,0,"1","IL2RB"
"ITGAL",0,0.445713707782566,0.426,0.197,0,"1","ITGAL"
"CTSC",0,0.444998720403973,0.459,0.247,0,"1","CTSC"
"SRSF7",0,0.441713949915097,0.89,0.811,0,"1","SRSF7"
"MT-ND5",0,0.440051122172637,0.973,0.916,0,"1","MT-ND5"
"MYL12A",0,0.439592181579418,0.972,0.923,0,"1","MYL12A"
"GUK1",0,0.431276903805651,0.752,0.608,0,"1","GUK1"
"MYL12B",0,0.414339314769297,0.913,0.834,0,"1","MYL12B"
"H3F3B",0,0.408778824418141,0.999,0.995,0,"1","H3F3B"
"RBM39",0,0.408614959779181,0.94,0.886,0,"1","RBM39"
"UBC",0,0.405226815522973,0.997,0.987,0,"1","UBC"
"ARPC5L",0,0.400985560312827,0.471,0.278,0,"1","ARPC5L"
"GPR65",0,0.397617928923078,0.352,0.154,0,"1","GPR65"
"SERF2",0,0.390639542893624,0.996,0.983,0,"1","SERF2"
"MT-CO3",0,0.387286078359231,0.999,0.994,0,"1","MT-CO3"
"TGFBR3",0,0.376495084702534,0.269,0.057,0,"1","TGFBR3"
"TBX21",0,0.373179644787716,0.26,0.041,0,"1","TBX21"
"NCR3",0,0.363137787089257,0.256,0.071,0,"1","NCR3"
"MT-ND3",0,0.351736720874589,0.998,0.991,0,"1","MT-ND3"
"MYO1F",0,0.335604022309832,0.322,0.139,0,"1","MYO1F"
"RHOC",0,0.331096945918892,0.273,0.083,0,"1","RHOC"
"HLA-DPA1",0,0.296258079678935,0.496,0.278,0,"1","HLA-DPA1"
"CHST12",0,0.281645702959315,0.262,0.095,0,"1","CHST12"
"ACTN4",1.13242341543895e-307,0.31347204554004,0.332,0.147,2.40685272717394e-303,"1","ACTN4"
"YWHAZ",5.0380293392653e-296,0.369366885778287,0.894,0.818,1.07078275576745e-291,"1","YWHAZ"
"SYTL3",6.99833602059873e-295,0.351821853659328,0.324,0.149,1.48742633781805e-290,"1","SYTL3"
"HLA-DRB1",8.58533899648303e-293,0.325749979699871,0.444,0.238,1.8247279503125e-288,"1","HLA-DRB1"
"TLN1",8.87395063157403e-293,0.427633840411149,0.524,0.346,1.88606946723474e-288,"1","TLN1"
"HSP90AA1",5.71112316114682e-292,0.388856284933057,0.952,0.9,1.21384211667014e-287,"1","HSP90AA1"
"PPIB",1.35982567574261e-291,0.390884787179937,0.812,0.706,2.89017349122334e-287,"1","PPIB"
"HLA-F",4.02756832636225e-290,0.401428213232088,0.741,0.608,8.56019372085033e-286,"1","HLA-F"
"GAPDH",3.05746920652023e-287,0.289615333449463,0.964,0.893,6.4983450515381e-283,"1","GAPDH"
"TPM3",5.46384298232411e-286,0.367692264756721,0.88,0.799,1.16128518746317e-281,"1","TPM3"
"EMP3",2.02817365474014e-283,0.380123236959622,0.858,0.744,4.3106802857847e-279,"1","EMP3"
"JAK1",1.64335612279461e-277,0.446230084547057,0.756,0.65,3.49278910338766e-273,"1","JAK1"
"ARAP2",1.20338136187606e-274,0.317321264880562,0.307,0.14,2.55766674653138e-270,"1","ARAP2"
"PLAAT4",6.50506280889009e-269,0.433018703660775,0.683,0.554,1.3825860494015e-264,"1","PLAAT4"
"ANXA1",2.50990534288852e-262,0.295389229951115,0.859,0.679,5.33455281577526e-258,"1","ANXA1"
"TPST2",1.87511470870929e-261,0.257953038123547,0.257,0.105,3.98536880189072e-257,"1","TPST2"
"PIP4K2A",5.89597596047693e-261,0.371532807746334,0.491,0.319,1.25313073063977e-256,"1","PIP4K2A"
"DUSP1",3.26653563801982e-258,0.482555762171275,0.969,0.921,6.94269484504733e-254,"1","DUSP1"
"IRF1",2.95536213184215e-255,0.423415074342307,0.791,0.652,6.2813266750173e-251,"1","IRF1"
"FYN",3.23820665235995e-254,0.388549982521836,0.526,0.359,6.88248441892583e-250,"1","FYN"
"PAXX",1.64707970544164e-250,0.368752761612984,0.517,0.349,3.50070320594566e-246,"1","PAXX"
"CAST",2.55764104999639e-245,0.412069811423091,0.581,0.422,5.43601028766233e-241,"1","CAST"
"AKNA",7.64735501227747e-241,0.342790400429839,0.347,0.187,1.62536883430945e-236,"1","AKNA"
"S100A10",1.05340283182717e-238,0.312435870523562,0.909,0.805,2.23890237876548e-234,"1","S100A10"
"RAP1B",2.02904446103672e-237,0.369930706238663,0.735,0.635,4.31253109748745e-233,"1","RAP1B"
"PDIA3",3.36884439023362e-232,0.406934143499996,0.64,0.52,7.16014186700253e-228,"1","PDIA3"
"CYTOR",6.23459021779243e-228,0.32321193628207,0.313,0.153,1.3250998048896e-223,"1","CYTOR"
"PSME1",8.69794029596111e-227,0.342349823137746,0.883,0.814,1.84866023050357e-222,"1","PSME1"
"HMGB1",2.93516341854562e-223,0.298733562173309,0.964,0.93,6.23839632977687e-219,"1","HMGB1"
"UTRN",1.08835002624029e-220,0.392954664777489,0.431,0.272,2.31317914577112e-216,"1","UTRN"
"TNFRSF1B",1.78988174051352e-219,0.25416218314715,0.303,0.15,3.80421465128744e-215,"1","TNFRSF1B"
"DHRS7",5.5821256935085e-218,0.357221544508867,0.469,0.31,1.1864249948983e-213,"1","DHRS7"
"HSPA5",8.98190645839701e-216,0.382783303775969,0.761,0.648,1.9090143986677e-211,"1","HSPA5"
"DSTN",1.71679201700648e-214,0.400540912069842,0.498,0.347,3.64886975294558e-210,"1","DSTN"
"SRP14",2.38126649166586e-213,0.269635491073926,0.973,0.955,5.06114380138662e-209,"1","SRP14"
"ITGB1",1.48535498390326e-211,0.356376114900139,0.537,0.359,3.15697348278798e-207,"1","ITGB1"
"DBI",3.34136011428664e-208,0.313750119799243,0.632,0.495,7.10172678690483e-204,"1","DBI"
"MBP",6.80009214171696e-206,0.382460987547029,0.57,0.435,1.44529158380052e-201,"1","MBP"
"WIPF1",6.28975588430775e-202,0.330499307460374,0.509,0.361,1.33682471565077e-197,"1","WIPF1"
"C5orf56",1.5147162998774e-201,0.273767981025829,0.316,0.17,3.21937802375943e-197,"1","C5orf56"
"SLC9A3R1",1.20069798146578e-197,0.295270239202184,0.357,0.209,2.55196348980737e-193,"1","SLC9A3R1"
