"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TUBA4A1",1.3101809178121e-05,0.315532483326771,0.595,0.443,0.278465852271784,"4","TUBA4A"
"CST72",2.35992024207416e-05,0.405167030941922,0.571,0.459,0.501577448250442,"4","CST7"
"TRDC2",4.09007109154007e-05,0.406439775833837,0.276,0.172,0.869303709795926,"4","TRDC"
"GZMH2",8.97463234318327e-05,0.338275079176827,0.443,0.323,1,"4","GZMH"
"FGFBP22",0.000135795363018929,0.537983416943147,0.376,0.269,1,"4","FGFBP2"
"CLIC13",0.000138479773648775,0.270427732696607,0.705,0.623,1,"4","CLIC1"
"HOPX2",0.000149567080640165,0.330237798503337,0.414,0.301,1,"4","HOPX"
"CEBPB1",0.00015591668312666,0.254287586983697,0.471,0.365,1,"4","CEBPB"
"CLIC32",0.000171843111449463,0.264059210378625,0.271,0.174,1,"4","CLIC3"
"NKG72",0.000257800213477309,0.513052997611659,0.629,0.547,1,"4","NKG7"
"PLEK3",0.000275099883092312,0.267954063354273,0.405,0.299,1,"4","PLEK"
"GZMB2",0.000283478283598578,0.476560677126826,0.39,0.292,1,"4","GZMB"
"SPON22",0.000303013167030292,0.294361223577975,0.295,0.201,1,"4","SPON2"
"SEPTIN72",0.00038941757812017,0.25536850809171,0.838,0.802,1,"4","SEPTIN7"
"CD633",0.000860548415695655,0.25090158801479,0.524,0.436,1,"4","CD63"
"PRF12",0.0010305591102769,0.314118644850142,0.357,0.264,1,"4","PRF1"
"GZMA2",0.00127934130779877,0.283579763663736,0.538,0.449,1,"4","GZMA"
"JUNB1",0.00143357121706569,0.332124424938045,0.981,0.968,1,"4","JUNB"
"FCGR3A2",0.00161771947629909,0.277434960368576,0.267,0.186,1,"4","FCGR3A"
"KLRD12",0.0033551251051955,0.282305919744117,0.352,0.269,1,"4","KLRD1"
"CD2472",0.00465761436568359,0.261155552420336,0.657,0.578,1,"4","CD247"
"TYROBP3",0.00571717788833427,0.314505387246208,0.405,0.328,1,"4","TYROBP"
