"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","EFNB2","EPHB2",3.58315665906191e-08,0,"EFNB2_EPHB2","EFNB2 - EPHB2","EPHB","Cell-Cell Contact","PMID: 15114347"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","EFNB2","EPHB2",3.41902083000571e-09,0,"EFNB2_EPHB2","EFNB2 - EPHB2","EPHB","Cell-Cell Contact","PMID: 15114347"
"Natural killer cells","FCAR+ Macrophage cells","EFNB2","EPHB2",2.07591250254201e-08,0,"EFNB2_EPHB2","EFNB2 - EPHB2","EPHB","Cell-Cell Contact","PMID: 15114347"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","EFNB2","EPHB2",1.97795078200438e-09,0,"EFNB2_EPHB2","EFNB2 - EPHB2","EPHB","Cell-Cell Contact","PMID: 15114347"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","EFNB2","EPHB2",1.88734560591173e-10,0,"EFNB2_EPHB2","EFNB2 - EPHB2","EPHB","Cell-Cell Contact","PMID: 15114347"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","EFNB2","EPHB4",5.06693534322147e-10,0,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","EFNB2","EPHB4",4.83483139501597e-11,0,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","EFNB2","EPHB4",4.83483139501594e-11,0,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","EFNB2","EPHB4",4.61335956106108e-12,0,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"Natural killer cells","FCGR3A+ Macrophage cells","EFNB2","EPHB4",2.80107396311868e-11,0,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"FCGR3A+ Macrophage cells","Natural killer cells","EFNB2","EPHB4",2.80107396311868e-11,0,"EFNB2_EPHB4","EFNB2 - EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","GP1BA","ITGAM_ITGB2",2.77908526104281e-05,0,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","GP1BA","ITGAM_ITGB2",3.25687287891304e-06,0,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"Natural killer cells","FCAR+ Macrophage cells","GP1BA","ITGAM_ITGB2",1.19104685613977e-05,0,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","GP1BA","ITGAM_ITGB2",9.63793144313105e-07,0,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","GP1BA","ITGAM_ITGB2",1.12952541324198e-07,0,"GP1BA_ITGAM_ITGB2","GP1BA - (ITGAM+ITGB2)","GP1BA","Cell-Cell Contact","PMC2194217"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","ICAM1","ITGAX_ITGB2",0.00976639261207445,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","ICAM1","ITGAX_ITGB2",0.00063534032458968,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM1","ITGAX_ITGB2",0.000692442350819876,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM1","ITGAX_ITGB2",4.50467011287124e-05,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","ICAM1","ITGAL_ITGB2",0.00603637179885731,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","ICAM1","ITGAL_ITGB2",0.000392658728879186,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM1","ITGAL_ITGB2",0.000604175928724331,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM1","ITGAL_ITGB2",3.93034683235039e-05,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","ICAM2","ITGAL_ITGB2",0.000505630169599736,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM2","ITGAL_ITGB2",5.04731478738985e-05,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","ICAM2","ITGAL_ITGB2",0.000171868409655188,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","ICAM1","ITGAM_ITGB2",0.00653576058775066,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","ICAM1","ITGAM_ITGB2",0.000425147689824429,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM1","ITGAM_ITGB2",0.000228729747801421,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM1","ITGAM_ITGB2",1.48778249314575e-05,0,"ICAM1_ITGAM_ITGB2","ICAM1 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","ICAM2","ITGAM_ITGB2",0.000547231716074632,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM2","ITGAM_ITGB2",1.92002682428678e-05,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","ICAM2","ITGAM_ITGB2",4.63085335948352e-07,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","ICAM1","ITGAL",0.00291751810565718,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","ICAM1","ITGAL",0.00018976900114392,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM1","ITGAL",0.00044734537468892,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM1","ITGAL",2.90997491246881e-05,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Natural killer cells","FCGR3A+ Macrophage cells","ICAM1","ITGAL",0.000105471682888148,0.01,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","ICAM1","SPN",0.000951322840921336,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","ICAM1","SPN",6.18760042228938e-05,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM1","SPN",0.000378852315755126,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","ICAM1","SPN",2.46437614897484e-05,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Natural killer cells","FCGR3A+ Macrophage cells","ICAM1","SPN",8.91434209756535e-05,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"FCAR+ Macrophage cells","Natural killer cells","ICAM1","SPN",0.000621055586324105,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"FCGR3A+ Macrophage cells","Natural killer cells","ICAM1","SPN",4.03947391786505e-05,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","ITGB2","ICAM1",0.012366504519203,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","ITGB2","ICAM1",0.000813929018819624,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","ITGB2","ICAM1",0.000804529890151673,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","ITGB2","ICAM1",5.29519915073091e-05,0,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","ITGB2","ICAM2",0.00103039608022576,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","ITGB2","ICAM2",6.78143379460579e-05,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","FCGR3A+ Macrophage cells","ITGB2","ICAM2",0.000363166966605299,0,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","Natural killer cells","LCK","CD8 receptor",9.54527837754316e-06,0,"LCK_CD8A_CD8B1","LCK - (CD8A+CD8B1)","LCK","Cell-Cell Contact","PMID: 25427562"
"FCGR3A+ Macrophage cells","Natural killer cells","LCK","CD8 receptor",6.67680131541836e-07,0,"LCK_CD8A_CD8B1","LCK - (CD8A+CD8B1)","LCK","Cell-Cell Contact","PMID: 25427562"
"Natural killer cells","Natural killer cells","LCK","CD8 receptor",0.000211022255147326,0,"LCK_CD8A_CD8B1","LCK - (CD8A+CD8B1)","LCK","Cell-Cell Contact","PMID: 25427562"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-B","CD8A",0.000385513073890887,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-B","CD8A",2.55113948567699e-05,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","Natural killer cells","HLA-B","CD8A",0.00620009133180863,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-B","CD8A",0.000425493710117028,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","Natural killer cells","HLA-B","CD8A",0.00391119381971688,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-C","CD8A",0.000377905756557012,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-C","CD8A",2.50080703487206e-05,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","Natural killer cells","HLA-C","CD8A",0.00569650945542982,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-C","CD8A",0.000417198013939427,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","Natural killer cells","HLA-C","CD8A",0.00381909382780151,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-E","CD8A",0.000554759048193113,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","FCAR+ Macrophage cells","HLA-E","CD8A",0.00466368121442356,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-E","CD8A",3.67083035688297e-05,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","FCGR3A+ Macrophage cells","HLA-E","CD8A",0.00030860776032332,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","Natural killer cells","HLA-E","CD8A",0.00736763234652287,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-E","CD8A",0.000609025929568786,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","Natural killer cells","HLA-E","CD8A",0.00513395051551757,0,"HLA-E_CD8A","HLA-E - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-F","CD8A",0.00024214359095326,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","FCAR+ Macrophage cells","HLA-F","CD8A",0.00157096166819006,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-F","CD8A",1.60249938134366e-05,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","FCGR3A+ Macrophage cells","HLA-F","CD8A",0.000103970002688267,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","Natural killer cells","HLA-F","CD8A",0.00240052756672159,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-F","CD8A",0.000268475281449802,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","Natural killer cells","HLA-F","CD8A",0.00174649482714192,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","Natural killer cells","HLA-B","CD8B",0.00478830384582332,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-B","CD8B",0.000328710325112138,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","Natural killer cells","HLA-B","CD8B",0.00301992818567581,0,"HLA-B_CD8B","HLA-B - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","Natural killer cells","HLA-C","CD8B",0.00439704357912046,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-C","CD8B",0.000322258315099421,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","Natural killer cells","HLA-C","CD8B",0.0029483749387638,0,"HLA-C_CD8B","HLA-C - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","Natural killer cells","HLA-E","CD8B",0.00569703843013715,0,"HLA-E_CD8B","HLA-E - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-E","CD8B",0.000471897681859675,0,"HLA-E_CD8B","HLA-E - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","Natural killer cells","HLA-E","CD8B",0.00397192870915233,0,"HLA-E_CD8B","HLA-E - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","Natural killer cells","HLA-F","CD8B",0.0018464834184026,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-F","CD8B",0.000206881814990238,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","Natural killer cells","HLA-F","CD8B",0.00134379143062958,0,"HLA-F_CD8B","HLA-F - CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-C","KIR2DL3",0.00198508882839273,0,"HLA-C_KIR2DL3","HLA-C - KIR2DL3","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-C","KIR2DL3",0.00198508552380226,0,"HLA-C_KIR2DL3","HLA-C - KIR2DL3","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-C","KIR2DL3",0.000144266472129648,0,"HLA-C_KIR2DL3","HLA-C - KIR2DL3","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Natural killer cells","FCGR3A+ Macrophage cells","HLA-C","KIR2DL3",0.00132851850361428,0,"HLA-C_KIR2DL3","HLA-C - KIR2DL3","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-C","KIR2DL3",0.00132856304294651,0,"HLA-C_KIR2DL3","HLA-C - KIR2DL3","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Natural killer cells","Natural killer cells","HLA-C","KIR2DL3",0.0122266148205423,0.01,"HLA-C_KIR2DL3","HLA-C - KIR2DL3","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCAR+ Macrophage cells","Natural killer cells","HLA-E","KLRC1",0.00811525860442966,0,"HLA-E_KLRC1","HLA-E - KLRC1","MHC-I","Cell-Cell Contact","PMID: 24223577"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-E","KLRC1",0.000670211869078239,0,"HLA-E_KLRC1","HLA-E - KLRC1","MHC-I","Cell-Cell Contact","PMID: 24223577"
"Natural killer cells","Natural killer cells","HLA-E","KLRC1",0.00565358398626933,0,"HLA-E_KLRC1","HLA-E - KLRC1","MHC-I","Cell-Cell Contact","PMID: 24223577"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-F","LILRB1",0.0028282294813554,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-F","LILRB1",0.000316877607716555,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Natural killer cells","FCAR+ Macrophage cells","HLA-F","LILRB1",0.00205826410517523,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-F","LILRB1",0.000722798224298921,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-F","LILRB1",7.9600232246805e-05,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Natural killer cells","FCGR3A+ Macrophage cells","HLA-F","LILRB1",0.000524551093619714,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCAR+ Macrophage cells","Natural killer cells","HLA-E","KLRK1",0.00383092847838374,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-E","KLRK1",0.00031805338517293,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Natural killer cells","Natural killer cells","HLA-E","KLRK1",0.00267246357871125,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCAR+ Macrophage cells","Natural killer cells","HLA-E","CD94:NKG2A",0.0108968136563698,0,"HLA-E_CD94:NKG2A","HLA-E - CD94:NKG2A","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCGR3A+ Macrophage cells","Natural killer cells","HLA-E","CD94:NKG2A",0.000896873896563286,0,"HLA-E_CD94:NKG2A","HLA-E - CD94:NKG2A","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Natural killer cells","Natural killer cells","HLA-E","CD94:NKG2A",0.00758474185789285,0,"HLA-E_CD94:NKG2A","HLA-E - CD94:NKG2A","MHC-I","Cell-Cell Contact","PMID: 28484462"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DPA1","CD4",0.0179145502834012,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DPA1","CD4",0.0019946964951324,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DPA1","CD4",0.00155297880386115,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DPA1","CD4",0.000170755477617481,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DPB1","CD4",0.015610905844775,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DPB1","CD4",0.00164523263807328,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DPB1","CD4",0.00135643311640026,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DPB1","CD4",0.00014159253741398,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Natural killer cells","FCGR3A+ Macrophage cells","HLA-DPB1","CD4",0.000483884809314189,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DQA1","CD4",0.00601661770432527,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DQA1","CD4",0.000625513653687671,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DQA1","CD4",0.000527906991351213,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DQA1","CD4",5.46861048034661e-05,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCAR+ Macrophage cells","HLA-DMA","CD4",0.00846822220724592,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCGR3A+ Macrophage cells","FCAR+ Macrophage cells","HLA-DMA","CD4",0.000554601727064661,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"FCAR+ Macrophage cells","FCGR3A+ Macrophage cells","HLA-DMA","CD4",0.000741158718049225,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
