"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"EFHD21",1.04747135971034e-51,0.28850843084729,0.975,0.937,2.4214395422424e-47,"3","EFHD2"
"PGLS",1.27444440588532e-51,0.333330283304651,0.881,0.819,2.94613313308509e-47,"3","PGLS"
"SERF21",2.10769659970732e-51,0.268167792953426,1,1,4.87236222954342e-47,"3","SERF2"
"SNAP29",2.54571671442399e-51,0.300318886947011,0.468,0.281,5.88493332873393e-47,"3","SNAP29"
"UQCR101",5.94253261872856e-51,0.291010916685784,0.955,0.887,1.37373526547148e-46,"3","UQCR10"
"NTAN1",1.20095120903996e-50,0.274225458588793,0.378,0.209,2.77623890993768e-46,"3","NTAN1"
"SDHB",1.64375125484175e-50,0.305758032876447,0.597,0.402,3.79985977581768e-46,"3","SDHB"
"CFP",2.1690192458594e-50,0.340469760483877,0.897,0.803,5.01412179065318e-46,"3","CFP"
"GMFG",4.23722635597941e-50,0.268293490946764,0.996,0.992,9.79519616711761e-46,"3","GMFG"
"POMP",5.02529069465254e-50,0.325768551417008,0.89,0.832,1.16169644988283e-45,"3","POMP"
"C9orf721",5.41111950865920e-50,0.319183385243655,0.695,0.488,1.25088849681675e-45,"3","C9orf72"
"SLC8A11",6.81294889497488e-50,0.339683587494935,0.524,0.33,1.57494939605134e-45,"3","SLC8A1"
"TMOD3",8.0423532633892e-50,0.354153610736345,0.691,0.508,1.85915080389768e-45,"3","TMOD3"
"SIVA1",8.66531200286996e-50,0.29071087593062,0.618,0.42,2.00316017570345e-45,"3","SIVA1"
"B4GALT5",8.85053671015215e-50,0.28091355947128,0.384,0.211,2.04597857128587e-45,"3","B4GALT5"
"CCDC88C",9.78250409787955e-50,0.286242141532077,0.451,0.267,2.26142147230682e-45,"3","CCDC88C"
"REEP5",2.11135532418722e-49,0.328808126243896,0.792,0.657,4.8808201029236e-45,"3","REEP5"
"SLIRP",2.27570619946774e-49,0.313990257524981,0.735,0.569,5.26075002130958e-45,"3","SLIRP"
"LSM10",2.89403639830294e-49,0.288575557282864,0.518,0.327,6.6901439419569e-45,"3","LSM10"
"DYNC1LI1",3.62930104039843e-49,0.317856029306383,0.568,0.374,8.38985521508905e-45,"3","DYNC1LI1"
"FCN11",3.87220357669461e-49,0.380541769363486,0.97,0.862,8.95137300824492e-45,"3","FCN1"
"IFNAR1",5.17899792356553e-49,0.308025979924581,0.576,0.375,1.19722894999064e-44,"3","IFNAR1"
"TRIM8",5.64562471518987e-49,0.315816166828818,0.673,0.482,1.30509906541044e-44,"3","TRIM8"
"VAMP3",5.97247734593922e-49,0.303042803946623,0.552,0.355,1.38065758806077e-44,"3","VAMP3"
"EIF4E2",6.19244545208062e-49,0.301353266111864,0.638,0.444,1.43150761515748e-44,"3","EIF4E2"
"DAPK1",7.79472896394869e-49,0.264868828992878,0.376,0.206,1.80190749459602e-44,"3","DAPK1"
"CORO1B",8.80795238614324e-49,0.300544477669106,0.506,0.317,2.03613435310473e-44,"3","CORO1B"
"PRDX1",1.03556962888676e-48,0.384461763178933,0.804,0.685,2.39392631109753e-44,"3","PRDX1"
"TMEM9B",1.22371015365078e-47,0.285676144077949,0.506,0.32,2.82885076219452e-43,"3","TMEM9B"
"OAS3",1.46563040360253e-47,0.251051143333232,0.315,0.159,3.38809780400796e-43,"3","OAS3"
"ZBTB7A",1.69240569010826e-47,0.383865804882031,0.824,0.713,3.91233423382327e-43,"3","ZBTB7A"
"PSMC3",1.69860233944956e-47,0.26967092668298,0.499,0.309,3.92665902810554e-43,"3","PSMC3"
"DENND10",2.24140298744308e-47,0.324223989986984,0.631,0.445,5.18145128607216e-43,"3","DENND10"
"MICOS13",3.73934959630533e-47,0.301785749600891,0.612,0.417,8.64425446177902e-43,"3","MICOS13"
"SUPT4H1",4.44946777212778e-47,0.323158701900868,0.727,0.562,1.02858346488278e-42,"3","SUPT4H1"
"TUBA1B2",5.66896212776779e-47,0.393896487931741,0.881,0.809,1.31049397507608e-42,"3","TUBA1B"
"ZFP36L11",5.73043095471403e-47,0.379791912342637,0.861,0.695,1.32470372380124e-42,"3","ZFP36L1"
"CDV3",7.20344253926958e-47,0.332211590415488,0.934,0.895,1.66521981180295e-42,"3","CDV3"
"MAP3K11",8.09087505784294e-47,0.346660545868906,0.705,0.529,1.87036758712155e-42,"3","MAP3K1"
"GPS2",8.09518476485962e-47,0.290881183179402,0.612,0.417,1.8713638620926e-42,"3","GPS2"
"TOMM6",8.5034940515973e-47,0.298229503811678,0.89,0.818,1.96575271990775e-42,"3","TOMM6"
"ERICH1",1.13169384860418e-46,0.305098770305001,0.633,0.44,2.61613666981829e-42,"3","ERICH1"
"CHCHD21",1.33145062067084e-46,0.270846775442357,0.987,0.972,3.07791439980478e-42,"3","CHCHD2"
"TBC1D1",1.63354470453297e-46,0.302651430439375,0.51,0.329,3.77626529346887e-42,"3","TBC1D1"
"RAPGEF1",2.68392923889122e-46,0.272411153773582,0.44,0.264,6.20443922154483e-42,"3","RAPGEF1"
"TTYH3",2.8714451179844e-46,0.254538335279284,0.413,0.239,6.63791967924454e-42,"3","TTYH3"
"ATP5MD1",2.87495854236447e-46,0.29295028402496,0.934,0.894,6.64604166238394e-42,"3","ATP5MD"
"PDLIM2",4.81937655779339e-46,0.263521045135014,0.445,0.267,1.1140952788651e-41,"3","PDLIM2"
"ISCU",5.25367029274525e-46,0.295125753593842,0.609,0.428,1.21449096157392e-41,"3","ISCU"
"SERP1",1.03496384314826e-45,0.263135191227257,0.986,0.984,2.39252591620583e-41,"3","SERP1"
"OTUD11",1.05558884552984e-45,0.459616148357883,0.801,0.699,2.44020473421132e-41,"3","OTUD1"
"SNRPB2",1.08524078584352e-45,0.296452764523524,0.841,0.746,2.50875112463445e-41,"3","SNRPB"
"NINJ11",1.62349760197762e-45,0.347281047083656,0.837,0.7,3.75303940649166e-41,"3","NINJ1"
"PPM1G",2.46995005205733e-45,0.282534230673762,0.602,0.409,5.70978353534092e-41,"3","PPM1G"
"OSTF1",2.56628958622587e-45,0.316892839048375,0.76,0.646,5.93249163647834e-41,"3","OSTF1"
"RASGEF1B1",3.40775118875769e-45,0.464911463069492,0.772,0.664,7.87769842305116e-41,"3","RASGEF1B"
"TNF1",5.34441727273576e-45,0.790479735018096,0.446,0.273,1.23546894093833e-40,"3","TNF"
"ACTR3",6.79608675499705e-45,0.28453651312922,0.93,0.871,1.57105137515267e-40,"3","ACTR3"
"PAIP2",1.0839365361309e-44,0.327299587554678,0.844,0.766,2.5057360905738e-40,"3","PAIP2"
"SCLT1",1.09442091452083e-44,0.291976594292792,0.456,0.28,2.5299728280978e-40,"3","SCLT1"
"COX7A21",1.23936208700877e-44,0.273926616542841,0.958,0.925,2.86503333653818e-40,"3","COX7A2"
"DPEP2",1.40557764216745e-44,0.253250199981921,0.383,0.218,3.2492738353985e-40,"3","DPEP2"
"CD41",1.92462350711991e-44,0.282861320588139,0.661,0.467,4.4491521614091e-40,"3","CD4"
"PRR13",2.13055046339914e-44,0.272382214829368,0.934,0.895,4.92519350623978e-40,"3","PRR13"
"SELENOS",2.97773048829951e-44,0.355207502852528,0.673,0.512,6.88361956980199e-40,"3","SELENOS"
"S100A61",3.38884082637823e-44,0.287171722154897,0.998,0.992,7.83398333833855e-40,"3","S100A6"
"ERGIC1",1.08030113851658e-43,0.281173687469241,0.513,0.332,2.49733214190878e-39,"3","ERGIC1"
"SNX2",1.27392771490499e-43,0.313118274787925,0.771,0.668,2.94493869854586e-39,"3","SNX2"
"SLC25A31",1.36002371423947e-43,0.278815031168789,0.926,0.869,3.14396682020738e-39,"3","SLC25A3"
"LILRA2",1.59969706969791e-43,0.261440474515321,0.533,0.344,3.69801971602067e-39,"3","LILRA2"
"HRH2",2.13543769603058e-43,0.279020193681678,0.505,0.324,4.9364913219139e-39,"3","HRH2"
"P2RY131",7.52986737640508e-43,0.293734514244462,0.442,0.267,1.74067944140356e-38,"3","P2RY13"
"ADSS",7.65594170824299e-43,0.264139225782866,0.443,0.272,1.76982404469453e-38,"3","ADSS"
"APOBEC3C",1.15088222845394e-42,0.257366517283153,0.428,0.26,2.66049444751697e-38,"3","APOBEC3C"
"GRPEL1",1.56926239778683e-42,0.2639239199038,0.45,0.278,3.62766388496383e-38,"3","GRPEL1"
"TES",2.64564549569992e-42,0.31476720628127,0.615,0.437,6.11593869240951e-38,"3","TES"
"BCAP31",4.45636246662504e-42,0.296844219861174,0.657,0.493,1.03017731140971e-37,"3","BCAP31"
"PAK1",4.74508641141593e-42,0.309946333331244,0.638,0.466,1.09692162572702e-37,"3","PAK1"
"ITGAX1",5.99654548324724e-42,0.323854729744562,0.745,0.579,1.38622141936226e-37,"3","ITGAX"
"ARPC4",6.2820510274456e-42,0.277794608260133,0.894,0.839,1.4522217360146e-37,"3","ARPC4"
"DECR1",7.19822030521825e-42,0.282330310996815,0.532,0.355,1.6640125879573e-37,"3","DECR1"
"JAK1",7.63444086602306e-42,0.32483237314826,0.789,0.685,1.76485369499855e-37,"3","JAK1"
"GPSM3",1.2080079147823e-41,0.269054363345692,0.917,0.861,2.79255189660225e-37,"3","GPSM3"
"SH2B3",1.40920395340554e-41,0.279607908409359,0.499,0.323,3.25765677908759e-37,"3","SH2B3"
"CDK2AP2",1.47193247596289e-41,0.259527727828575,0.468,0.294,3.40266630468342e-37,"3","CDK2AP2"
"NOP10",1.51418814139427e-41,0.343120351069261,0.892,0.843,3.50034872646113e-37,"3","NOP10"
"NOTCH21",2.63342527551816e-41,0.270337339042376,0.558,0.371,6.08768920941532e-37,"3","NOTCH2"
"SCARB2",3.06870697241514e-41,0.274904807478048,0.488,0.313,7.09392990813209e-37,"3","SCARB2"
"ENY2",5.23065929521744e-41,0.271143488710115,0.89,0.814,1.20917150927542e-36,"3","ENY2"
"ADAP2",8.36725548614481e-41,0.257485215410619,0.44,0.27,1.9342584507321e-36,"3","ADAP2"
"NAGK",1.96063474680613e-40,0.264124350407415,0.584,0.399,4.53239934419174e-36,"3","NAGK"
"PSMD8",2.09736630760409e-40,0.308588631862394,0.731,0.603,4.84848169328838e-36,"3","PSMD8"
"RELT",3.27062418330133e-39,0.260496503611439,0.55,0.371,7.56070192453768e-35,"3","RELT"
"SLC66A3",3.28894016693498e-39,0.25274192970823,0.441,0.28,7.60304298390359e-35,"3","SLC66A3"
"TMCO1",6.57851017635122e-39,0.268233281870393,0.613,0.431,1.52075419746711e-34,"3","TMCO1"
"ARL4A1",7.39128046599396e-39,0.350032999523378,0.909,0.853,1.70864230532382e-34,"3","ARL4A"
"LGALS31",7.50162212868923e-39,0.341255018849745,0.95,0.885,1.73414998748909e-34,"3","LGALS3"
"UHMK1",9.10681461286383e-39,0.284454404731224,0.499,0.329,2.10522233405573e-34,"3","UHMK1"
"SFT2D2",1.06705198127381e-38,0.280208986736799,0.523,0.352,2.46670406511067e-34,"3","SFT2D2"
"RNF144B1",2.85131701795499e-38,0.264513309671943,0.486,0.311,6.59138955040655e-34,"3","RNF144B"
"SARAF1",4.34115044337611e-38,0.296832104238409,0.928,0.893,1.00354374799526e-33,"3","SARAF"
"HSPA81",6.24713826530071e-38,0.424251817204737,0.809,0.719,1.44415095278956e-33,"3","HSPA8"
"NDUFB2",7.01093788012452e-38,0.255763687710123,0.921,0.848,1.62071850974839e-33,"3","NDUFB2"
"PTPN1",1.33162328915341e-37,0.264360894458106,0.54,0.366,3.07831355753595e-33,"3","PTPN1"
"PSMB1",1.88476735916655e-37,0.259152841636144,0.871,0.798,4.35701670418532e-33,"3","PSMB1"
"CACYBP",2.18479253845406e-37,0.280352269272289,0.524,0.356,5.05058491114424e-33,"3","CACYBP"
"PSMB6",2.79780171569135e-37,0.259223302234594,0.737,0.597,6.4676782261637e-33,"3","PSMB6"
"FLNA1",3.05376558011731e-37,0.266087141175372,0.936,0.871,7.05938989155718e-33,"3","FLNA"
"IFI61",6.96213576913158e-37,0.315911445868657,0.636,0.463,1.60943692575015e-32,"3","IFI6"
"NDUFV2",8.0532986049319e-37,0.261452922796715,0.678,0.525,1.86168103850211e-32,"3","NDUFV2"
"MED10",3.90814708157325e-36,0.254127484922843,0.487,0.322,9.03446360847289e-32,"3","MED10"
"HLA-DRB11",4.25477241225588e-36,0.31846647734482,0.978,0.949,9.83575738541192e-32,"3","HLA-DRB1"
"STX111",4.71975818206383e-36,0.26240823523455,0.918,0.844,1.09106649894769e-31,"3","STX11"
"IKZF1",6.1667739617403e-36,0.373419738863751,0.697,0.586,1.42557313673551e-31,"3","IKZF1"
"GSTO1",6.54995401777613e-36,0.264302008603481,0.886,0.82,1.51415287028931e-31,"3","GSTO1"
"PTGER4",1.12281872579528e-35,0.416614507212703,0.73,0.636,2.59562004842095e-31,"3","PTGER4"
"DDX18",1.75412378754508e-35,0.284733329450871,0.624,0.467,4.05500795966797e-31,"3","DDX18"
"TAX1BP1",1.80435516697876e-35,0.264773504138226,0.822,0.753,4.17112783950481e-31,"3","TAX1BP1"
"ME2",2.06866080474258e-35,0.251199452180722,0.514,0.347,4.78212318232341e-31,"3","ME2"
"SNX17",2.82758913962954e-35,0.251985376900543,0.523,0.356,6.5365378140816e-31,"3","SNX17"
"SSR3",3.99140064178109e-35,0.275566524014722,0.695,0.565,9.22692086360534e-31,"3","SSR3"
"NDUFA12",4.13689717123122e-35,0.256251833424058,0.788,0.679,9.56326519073522e-31,"3","NDUFA12"
"SAMSN11",7.9246640017983e-35,0.281446100670112,0.789,0.682,1.83194457729571e-30,"3","SAMSN1"
"NDUFB3",8.39573535900702e-35,0.267026497484034,0.651,0.503,1.94084214294165e-30,"3","NDUFB3"
"RIOK3",1.72614044191851e-34,0.288875625960234,0.801,0.709,3.99031885958302e-30,"3","RIOK3"
"PFKL",2.95346660715158e-34,0.250000862268034,0.438,0.288,6.8275287557523e-30,"3","PFKL"
"RPS27L1",1.45328826487007e-33,0.310538994867884,0.849,0.779,3.35956648190014e-29,"3","RPS27L"
"HSP90AA1",2.10933165886975e-33,0.342349085810265,0.986,0.975,4.87614199580921e-29,"3","HSP90AA1"
"RNF2131",2.66788408199371e-33,0.30607842314856,0.782,0.683,6.16734763234486e-29,"3","RNF213"
"PLAC81",4.67571058852759e-33,0.399549198596259,0.81,0.756,1.08088401674992e-28,"3","PLAC8"
"TAOK3",5.06334105043599e-33,0.29446592190619,0.752,0.665,1.17049255062929e-28,"3","TAOK3"
"SELENOK",5.73005076572946e-33,0.291540975606917,0.809,0.725,1.32461583551368e-28,"3","SELENOK"
"RER1",1.00207684780811e-32,0.256273682436116,0.6,0.443,2.31650104907801e-28,"3","RER1"
"CAPZA1",1.42546084884546e-32,0.274323612248511,0.85,0.781,3.29523784427604e-28,"3","CAPZA1"
"SNHG15",1.56004108863671e-32,0.268962478603506,0.592,0.429,3.60634698460148e-28,"3","SNHG15"
"GNS1",2.16623067009182e-32,0.258400576932812,0.613,0.447,5.00767544005126e-28,"3","GNS"
"PSMB10",2.78700608898429e-32,0.26246112141103,0.837,0.766,6.44272197590499e-28,"3","PSMB10"
"WAC",3.78762383576066e-32,0.359729370900532,0.757,0.683,8.75585002112792e-28,"3","WAC"
"FRG1",7.12917781018329e-32,0.269153481228309,0.526,0.374,1.64805203438007e-27,"3","FRG1"
"CLEC12A1",7.56840384194977e-32,0.314592786794566,0.886,0.842,1.74958791614353e-27,"3","CLEC12A"
"CCT5",1.02370317156296e-31,0.258647628371452,0.661,0.519,2.3664946217021e-27,"3","CCT5"
"PSMD4",1.92367077380834e-31,0.256481754580085,0.657,0.52,4.44694972781274e-27,"3","PSMD4"
"SNU13",1.98966192152362e-31,0.25358119575698,0.796,0.694,4.59950146398616e-27,"3","SNU13"
"C4orf3",3.57241732024758e-31,0.25204090132794,0.782,0.703,8.25835711921634e-27,"3","C4orf3"
"MX11",3.67462910051881e-31,0.259861046802552,0.371,0.227,8.49464009166932e-27,"3","MX1"
"ABRACL",2.72411188975349e-30,0.277344323628324,0.777,0.685,6.29732945554313e-26,"3","ABRACL"
"IER5",5.85777491302818e-30,0.269019831278296,0.778,0.656,1.35414182664472e-25,"3","IER5"
"SSH2",7.29688384741482e-30,0.251483834200856,0.593,0.441,1.68682063900688e-25,"3","SSH2"
"LSP1",8.86624728369989e-30,0.283444851881091,0.888,0.856,2.0496103845729e-25,"3","LSP1"
"CIB11",2.91866299481372e-29,0.261097156695332,0.713,0.592,6.74707324511087e-25,"3","CIB1"
"TUBA1A1",8.33607697603968e-28,0.278939467273374,0.929,0.895,1.92705091455109e-23,"3","TUBA1A"
"FBP1",1.43469317262224e-27,0.38229469110743,0.452,0.321,3.31658020715083e-23,"3","FBP1"
"YWHAH1",4.6375697300641e-27,0.307417819618287,0.547,0.417,1.07206699449892e-22,"3","YWHAH"
"ZNF1061",1.61651558631949e-26,0.260903835019025,0.761,0.683,3.73689908089477e-22,"3","ZNF106"
"RIPOR2",1.81763223781581e-26,0.263807628127301,0.795,0.71,4.20182044415881e-22,"3","RIPOR2"
"SCO21",2.13849856355637e-26,0.272722678885804,0.627,0.492,4.94356712937326e-22,"3","SCO2"
"EZR",9.9576168258311e-26,0.304556793460247,0.631,0.516,2.30190228162738e-21,"3","EZR"
"PMAIP11",3.76135501408473e-24,0.348739341629815,0.648,0.542,8.69512438605966e-20,"3","PMAIP1"
"NEU1",3.89819953727423e-22,0.253040860529357,0.403,0.286,9.01146787031685e-18,"3","NEU1"
"TWISTNB",5.93467436495746e-22,0.260594336172351,0.472,0.348,1.37191867294722e-17,"3","TWISTNB"
"DNAJB1",3.61019575793989e-20,0.289094997655078,0.586,0.459,8.34568953362965e-16,"3","DNAJB1"
"NFE2L2",3.99243234825142e-20,0.251232505905691,0.633,0.533,9.2293058594528e-16,"3","NFE2L2"
"PPDPF1",8.94537455126386e-20,0.279232613050182,0.722,0.669,2.06790223501567e-15,"3","PPDPF"
"G0S21",0.000139075539200347,0.30761990811329,0.725,0.715,1,"3","G0S2"
"HLA-DRB5",0.000464868224087475,0.417788302915227,0.407,0.404,1,"3","HLA-DRB5"
