"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KLF11",1.11121865720938e-119,0.428059130067188,0.437,0.18,2.56880416987091e-115,"3","KLF11"
"MRPS35",1.39968465795057e-119,0.431644500797703,0.443,0.19,3.23565102378432e-115,"3","MRPS35"
"H3F3A",1.6114110721975e-118,0.360889092865878,1,1,3.72509897559897e-114,"3","H3F3A"
"JUNB",1.91867410654281e-118,0.626222818204342,0.998,0.991,4.43539893209501e-114,"3","JUNB"
"CORO1A",3.68112929254578e-117,0.477393305032429,0.991,0.969,8.50966658557808e-113,"3","CORO1A"
"TPPP31",4.35539344666086e-117,0.292013653196954,0.339,0.115,1.00683630306459e-112,"3","TPPP3"
"MARCKSL1",5.21957295167978e-117,0.627841175208575,0.656,0.366,1.20660867923981e-112,"3","MARCKSL1"
"BIN2",7.01050822432442e-117,0.55542161497257,0.877,0.726,1.62061918621708e-112,"3","BIN2"
"CAP1",1.16244664819434e-114,0.503915137785119,0.964,0.898,2.68722791663086e-110,"3","CAP1"
"GNG5",2.56264382631799e-114,0.458365342805077,0.989,0.965,5.92406373329929e-110,"3","GNG5"
"CNIH4",5.19449841010265e-114,0.577489264611548,0.616,0.348,1.20081219746343e-109,"3","CNIH4"
"PPP1CA",1.28002022169929e-113,0.491228864180786,0.889,0.752,2.95902274650226e-109,"3","PPP1CA"
"ARL6IP5",1.60556820390002e-113,0.506944544320775,0.958,0.876,3.71159201695567e-109,"3","ARL6IP5"
"BCL2A11",8.10121934706419e-112,0.593722676269329,0.969,0.805,1.87275887646083e-107,"3","BCL2A1"
"HAGH",1.04209334635863e-111,0.399671381259462,0.448,0.198,2.40900718877723e-107,"3","HAGH"
"PYCARD1",3.25823680494327e-111,0.488295175924809,0.979,0.939,7.53206602198736e-107,"3","PYCARD"
"HCLS1",3.52150881184702e-110,0.472128137142133,0.936,0.836,8.14067192034676e-106,"3","HCLS1"
"EPSTI1",4.34883659034243e-110,0.449040093150918,0.471,0.21,1.00532055458946e-105,"3","EPSTI1"
"RHOB1",5.13498249330794e-110,0.721763193669358,0.747,0.478,1.187053902978e-105,"3","RHOB"
"AC147067.1",2.17252387153692e-109,0.28881929056005,0.264,0.083,5.02222343383189e-105,"3","AC147067.1"
"CD37",1.43934166403455e-108,0.475861280065713,0.988,0.963,3.32732612474868e-104,"3","CD37"
"C5AR2",4.06499562721568e-108,0.38599239456723,0.279,0.092,9.39705039143448e-104,"3","C5AR2"
"PMVK",2.68222821903494e-107,0.373526071899438,0.412,0.174,6.20050697394306e-103,"3","PMVK"
"CFL11",8.9008877635315e-107,0.344652098004822,1,1,2.05761822429558e-102,"3","CFL1"
"RHOG",2.67638493403138e-106,0.476060088689374,0.939,0.842,6.18699905200034e-102,"3","RHOG"
"RASSF5",2.79280222441899e-106,0.501576753411222,0.714,0.442,6.45612090218938e-102,"3","RASSF5"
"CDC42",3.81071660369804e-106,0.36340208951879,1,0.998,8.80923357276877e-102,"3","CDC42"
"RXRA1",4.30877733337947e-106,0.458878384052986,0.68,0.393,9.96060056157332e-102,"3","RXRA"
"ARRB1",3.29134454288757e-105,0.390901882594045,0.498,0.238,7.60860117979319e-101,"3","ARRB1"
"C9orf78",4.47350039931574e-105,0.521480872567756,0.798,0.591,1.03413908730982e-100,"3","C9orf78"
"VSIR1",1.83378292678132e-104,0.491573503698727,0.965,0.893,4.23915599184039e-100,"3","VSIR"
"CPPED11",1.91072474838769e-104,0.49748729495547,0.829,0.614,4.41702240084782e-100,"3","CPPED1"
"LIMD2",4.18496763781048e-103,0.477734462018077,0.942,0.794,9.6743896883265e-99,"3","LIMD2"
"PTPN61",5.94502815089249e-103,0.511392847032837,0.853,0.698,1.37431215764182e-98,"3","PTPN6"
"CASP11",1.16949258309717e-102,0.534319473326433,0.825,0.64,2.70351600434573e-98,"3","CASP1"
"PTPRJ",2.75440643291123e-102,0.412902978692842,0.524,0.257,6.3673613509609e-98,"3","PTPRJ"
"IFIT2",5.07948053331501e-102,0.354340759034996,0.287,0.097,1.17422351488643e-97,"3","IFIT2"
"HIGD2A",7.05409952465169e-102,0.472868496037177,0.959,0.905,1.63069618711373e-97,"3","HIGD2A"
"RUNX31",9.30186475608039e-102,0.415635783983395,0.509,0.244,2.1503120756631e-97,"3","RUNX3"
"RHOF",1.24045360242245e-101,0.348367181328691,0.369,0.149,2.86755659271998e-97,"3","RHOF"
"FAM32A",3.47234247488749e-101,0.480824691507054,0.639,0.375,8.02701409919741e-97,"3","FAM32A"
"ARHGDIB",1.07554391533878e-100,0.396300831435016,0.997,0.993,2.48633486908865e-96,"3","ARHGDIB"
"DEDD2",1.40796800618088e-100,0.418657628576804,0.53,0.268,3.25479963988833e-96,"3","DEDD2"
"TNFRSF14",4.43915835047066e-100,0.456495201730908,0.645,0.373,1.0262002358783e-95,"3","TNFRSF14"
"ZNF706",4.91257002835e-100,0.492351630683968,0.806,0.592,1.13563881345367e-95,"3","ZNF706"
"CD471",7.55432126998754e-100,0.509253382996852,0.713,0.465,1.74633244798302e-95,"3","CD47"
"TYMP1",1.08725474388001e-99,0.503899031045447,0.99,0.917,2.51340679142742e-95,"3","TYMP"
"PLXNB2",1.84645936099459e-99,0.449315170322065,0.605,0.335,4.2684601048112e-95,"3","PLXNB2"
"BRI31",3.35730338204841e-99,0.405754996858799,0.996,0.974,7.7610782282813e-95,"3","BRI3"
"BIRC3",3.96651810488821e-99,0.472363804237995,0.578,0.3,9.16939990307007e-95,"3","BIRC3"
"TMSB10",4.7931491308262e-99,0.380563655066426,1,1,1.10803228457309e-94,"3","TMSB10"
"DSTN1",6.20545138052212e-99,0.518610859137995,0.644,0.387,1.4345141956353e-94,"3","DSTN"
"CCM2",2.34385816045485e-98,0.40158347818805,0.46,0.219,5.41829690952347e-94,"3","CCM2"
"ATP6V0C",3.00685163219293e-98,0.38153535769232,0.992,0.983,6.9509389181404e-94,"3","ATP6V0C"
"HLA-B",1.083469801686e-97,0.338560829378936,1,1,2.50465714055752e-93,"3","HLA-B"
"RNF141",1.32867025618573e-97,0.386555949962786,0.479,0.23,3.07148703122456e-93,"3","RNF141"
"EIF1",1.49138295767228e-97,0.33843058252654,1,1,3.44762998325102e-93,"3","EIF1"
"DNASE2",3.88226002195228e-97,0.350251567054239,0.336,0.131,8.97462049274708e-93,"3","DNASE2"
"PGK1",4.34687894725962e-97,0.480416445205132,0.953,0.897,1.00486800623801e-92,"3","PGK1"
"SOD11",1.36480873773311e-96,0.70115585753407,0.77,0.617,3.15502835901764e-92,"3","SOD1"
"VAMP5",1.43930226090533e-96,0.780195839013339,0.456,0.235,3.32723503653485e-92,"3","VAMP5"
"SH3BP21",1.04283856790824e-95,0.535454888035454,0.684,0.43,2.41072991743348e-91,"3","SH3BP2"
"TLN1",1.55860541540804e-95,0.49970392512176,0.92,0.817,3.60302813879877e-91,"3","TLN1"
"HLA-F",1.81429522386495e-95,0.511770935055516,0.796,0.589,4.19410626900861e-91,"3","HLA-F"
"RAB8A",1.94715996334832e-95,0.470914633272534,0.76,0.54,4.50124968727232e-91,"3","RAB8A"
"SNX9",2.05217208122973e-94,0.297378431702348,0.262,0.09,4.74400620017877e-90,"3","SNX9"
"BLOC1S1",5.06700632889747e-94,0.498202575888943,0.934,0.856,1.17133985305123e-89,"3","BLOC1S1"
"GBP21",7.04701581190512e-94,0.477314718240374,0.622,0.352,1.62905864523811e-89,"3","GBP2"
"GRK3",9.64409198676972e-94,0.447010813764327,0.578,0.321,2.22942474458156e-89,"3","GRK3"
"SH3BGRL3",2.8360094835059e-93,0.374178770845355,1,1,6.5560031230206e-89,"3","SH3BGRL3"
"TAF10",7.12260272595727e-93,0.463463979221726,0.861,0.738,1.64653207215954e-88,"3","TAF10"
"SLC25A6",1.06856489950334e-92,0.443930258677594,0.99,0.986,2.47020147818188e-88,"3","SLC25A6"
"AGPAT3",1.22284142329002e-92,0.39183625711149,0.465,0.228,2.82684251821955e-88,"3","AGPAT3"
"SH3BGRL",2.66086350552221e-92,0.408331426674711,0.974,0.949,6.1511181657157e-88,"3","SH3BGRL"
"TMBIM4",2.92861132841413e-92,0.460486370705414,0.904,0.795,6.77007080789494e-88,"3","TMBIM4"
"CALM1",1.11256415721475e-91,0.417800172281115,0.994,0.987,2.57191456223334e-87,"3","CALM1"
"ACAA1",1.69775309347539e-91,0.433226224069912,0.651,0.392,3.92469582618706e-87,"3","ACAA1"
"GPR65",2.13754158406719e-91,0.401661494215603,0.444,0.211,4.94135487988812e-87,"3","GPR65"
"SP110",1.14702019216578e-90,0.495542884117051,0.719,0.481,2.65156657822964e-86,"3","SP110"
"MMP24OS",1.20726567166907e-90,0.45437634824664,0.672,0.416,2.79083605319739e-86,"3","MMP24OS"
"NDUFA4",1.83536384825865e-90,0.4607782531913,0.978,0.938,4.24281060801952e-86,"3","NDUFA4"
"ARPC1B",2.18767049104127e-90,0.363923843123738,0.998,0.996,5.0572378741401e-86,"3","ARPC1B"
"INSIG1",1.15653265359497e-89,0.476342493181501,0.603,0.341,2.67355653531549e-85,"3","INSIG1"
"TNFSF10",1.31148074653355e-89,0.6434339283286,0.604,0.359,3.03175004176161e-85,"3","TNFSF10"
"LMO2",2.06499779364435e-89,0.492902185261532,0.796,0.632,4.77365539956764e-85,"3","LMO2"
"ARL6IP4",3.08771091652382e-89,0.442209715505597,0.926,0.852,7.13786132572812e-85,"3","ARL6IP4"
"POLD4",3.71763825167403e-89,0.578038964862275,0.757,0.564,8.59406434639485e-85,"3","POLD4"
"ULK2",5.09717009954093e-89,0.283099331685952,0.255,0.088,1.17831281191088e-84,"3","ULK2"
"APOBEC3A1",7.86252558293656e-89,0.970943806453625,0.673,0.461,1.81758003900744e-84,"3","APOBEC3A"
"CLEC2B1",3.5185368258729e-88,0.556187254709776,0.798,0.617,8.13380158037039e-84,"3","CLEC2B"
"PSMB8",5.42457722525487e-88,0.498086075882366,0.823,0.678,1.25399951716217e-83,"3","PSMB8"
"KLF2",7.39890405678803e-88,0.584875652437135,0.989,0.943,1.71040465080769e-83,"3","KLF2"
"TCIRG1",7.78142308900912e-88,0.437755779693539,0.691,0.441,1.79883157548624e-83,"3","TCIRG1"
"ITGB1",8.31266068690397e-88,0.49691552194034,0.83,0.69,1.92163777099159e-83,"3","ITGB1"
"SMAP21",1.29541464212841e-87,0.448851318153431,0.922,0.812,2.99461002820824e-83,"3","SMAP2"
"BLVRA1",2.26900029367533e-86,0.439779947041812,0.622,0.37,5.24524797888926e-82,"3","BLVRA"
"AP2A1",1.30882937359612e-85,0.374040589224363,0.512,0.27,3.02562086294215e-81,"3","AP2A1"
"FGL21",2.97204169945494e-85,0.446863460820182,0.972,0.86,6.87046879662999e-81,"3","FGL2"
"PLAAT41",6.1446164897636e-85,0.394609345192629,0.524,0.277,1.42045099393865e-80,"3","PLAAT4"
"VPS35",2.73254684308823e-84,0.417545219023996,0.619,0.365,6.31682853716707e-80,"3","VPS35"
"EPS8",6.94583227651333e-84,0.301182971455566,0.335,0.138,1.60566804736159e-79,"3","EPS8"
"FAM89B",3.68679395057321e-83,0.42795340809913,0.575,0.333,8.52276157554009e-79,"3","FAM89B"
"RIN3",3.58718238311483e-81,0.435744962016757,0.713,0.469,8.29248951504656e-77,"3","RIN3"
"CHST15",6.55211550427614e-81,0.321100674370285,0.383,0.173,1.51465254112351e-76,"3","CHST15"
"SYTL1",9.82002290276972e-81,0.386962665894952,0.437,0.219,2.27009469443328e-76,"3","SYTL1"
"APOBEC3G",1.42327011478803e-80,0.306244409768898,0.351,0.153,3.29017352435549e-76,"3","APOBEC3G"
"PTMA2",1.7467337099315e-80,0.316242663853929,1,1,4.03792431724864e-76,"3","PTMA"
"C19orf381",2.18118658960486e-80,0.435736446583412,0.765,0.548,5.04224903918957e-76,"3","C19orf38"
"ATP1B3",6.46079596592961e-80,0.456889494632263,0.716,0.512,1.49354220344395e-75,"3","ATP1B3"
"UBAC1",8.70542169957734e-80,0.3628487155197,0.536,0.298,2.01243233429129e-75,"3","UBAC1"
"IRF2",9.58235004505147e-80,0.40592624783177,0.48,0.256,2.21515185991455e-75,"3","IRF2"
"H2AFZ1",1.77924656330954e-79,0.369704854016856,0.939,0.862,4.11308428040265e-75,"3","H2AFZ"
"SLC25A51",3.18008833615936e-79,0.445834264900247,0.954,0.9,7.35141020669958e-75,"3","SLC25A5"
"CD300E1",4.63054514441744e-79,0.40762939462747,0.697,0.423,1.07044312103498e-74,"3","CD300E"
"PTPN18",1.27736910309251e-78,0.387637516791869,0.666,0.417,2.95289415561896e-74,"3","PTPN18"
"M6PR",5.06146887332384e-78,0.446302495220748,0.765,0.583,1.17005975944627e-73,"3","M6PR"
"KRAS",6.56058635593764e-78,0.396347910526228,0.568,0.333,1.5166107479021e-73,"3","KRAS"
"TBXAS1",1.88454035733268e-77,0.407633765141021,0.697,0.469,4.35649194404595e-73,"3","TBXAS1"
"GIMAP4",2.6969659960884e-77,0.382535570557067,0.504,0.267,6.23457629315756e-73,"3","GIMAP4"
"CLIP4",3.23074038642152e-77,0.265936084914812,0.266,0.101,7.46850255129063e-73,"3","CLIP4"
"COX7C",6.62916047721637e-77,0.333197328727684,0.999,0.997,1.53246302751811e-72,"3","COX7C"
"PDLIM5",8.09029121863095e-77,0.386466826277409,0.547,0.307,1.87023262101092e-72,"3","PDLIM5"
"SLC16A7",1.37696266245602e-76,0.314516622061182,0.302,0.124,3.18312458679958e-72,"3","SLC16A7"
"C11orf21",2.68500888145756e-76,0.3311552402358,0.401,0.194,6.20693503126543e-72,"3","C11orf21"
"STK10",3.75828381037393e-76,0.374043431781276,0.623,0.374,8.68802468444141e-72,"3","STK10"
"COX5B1",1.41365498016526e-75,0.344750042712431,0.993,0.971,3.26794621764804e-71,"3","COX5B"
"RNF13",5.06853536459646e-75,0.402937438928433,0.604,0.368,1.17169332023376e-70,"3","RNF13"
"MGAT1",5.33573852476964e-75,0.410088750378081,0.69,0.465,1.233462674771e-70,"3","MGAT1"
"SSBP4",1.64783660515222e-74,0.380243484545957,0.556,0.326,3.80930388013038e-70,"3","SSBP4"
"RNF1491",1.65702683209751e-74,0.401330240846289,0.782,0.568,3.83054892775981e-70,"3","RNF149"
"UBXN1",1.7931033974326e-74,0.407169161400611,0.869,0.746,4.14511712384494e-70,"3","UBXN1"
"RFTN1",2.24575444766166e-74,0.264746503914934,0.275,0.109,5.19151055665947e-70,"3","RFTN1"
"CD86",2.2560843356913e-74,0.438405056882003,0.636,0.4,5.21539015881758e-70,"3","CD86"
"SRI",4.84753994455159e-74,0.404111057400213,0.651,0.422,1.12060580898199e-69,"3","SRI"
"AMPD2",5.21366374209205e-74,0.342411337165621,0.478,0.255,1.20524264725942e-69,"3","AMPD2"
"MYO1G",1.56386804025381e-73,0.407575517758028,0.849,0.699,3.61519374865473e-69,"3","MYO1G"
"RYBP",7.72088769798649e-73,0.409852314862826,0.52,0.298,1.78483760914354e-68,"3","RYBP"
"UCP2",2.0977372062394e-72,0.461923078353385,0.799,0.642,4.84933909966363e-68,"3","UCP2"
"HEIH",3.26617893227681e-72,0.29911918557678,0.319,0.141,7.55042583774429e-68,"3","HEIH"
"DOCK2",5.60201305507192e-72,0.443815977425032,0.803,0.665,1.29501735794098e-67,"3","DOCK2"
"SSNA1",1.50606505611068e-71,0.37278240435127,0.616,0.387,3.48157059021105e-67,"3","SSNA1"
"SNAP23",3.09981686782359e-71,0.379604822346486,0.605,0.373,7.16584665334779e-67,"3","SNAP23"
"CDKN2D",4.05744224222017e-71,0.401725924536229,0.849,0.718,9.37958923134036e-67,"3","CDKN2D"
"SVIL",7.53857028079182e-71,0.331896205711845,0.387,0.189,1.74269129181064e-66,"3","SVIL"
"ADGRE5",9.63352278138812e-71,0.443080467304099,0.864,0.752,2.22698146137349e-66,"3","ADGRE5"
"RALB",9.85257664959861e-71,0.353137490754008,0.54,0.314,2.27762014408771e-66,"3","RALB"
"PSMC4",1.60729705907229e-70,0.356459263123989,0.467,0.257,3.7155886114574e-66,"3","PSMC4"
"CHST2",1.95756608186102e-70,0.27372534356598,0.295,0.124,4.52530551143812e-66,"3","CHST2"
"CIRBP1",2.0067830083716e-70,0.402625223118602,0.935,0.845,4.63908028045263e-66,"3","CIRBP"
"EEF1A11",5.70241429575786e-70,0.251276086738737,1,1,1.31822711275035e-65,"3","EEF1A1"
"OAZ21",9.35847808605026e-70,0.362367492200487,0.608,0.369,2.16339937915224e-65,"3","OAZ2"
"CD831",1.09201923566545e-69,0.43373388134088,0.922,0.846,2.52442086708781e-65,"3","CD83"
"VPS29",2.04852948890002e-69,0.404678396380826,0.777,0.597,4.73558561949017e-65,"3","VPS29"
"CALM3",2.36633138666257e-69,0.459994783665529,0.826,0.699,5.47024826654786e-65,"3","CALM3"
"ADK",7.45448897293854e-69,0.373268991172614,0.479,0.268,1.7232542158742e-64,"3","ADK"
"ELOB",9.16858293405271e-69,0.356735535621627,0.996,0.986,2.11950131686497e-64,"3","ELOB"
"EHBP1L1",1.47854289743778e-68,0.390883918296596,0.721,0.516,3.41794761600692e-64,"3","EHBP1L1"
"APH1B",1.60813975276498e-68,0.289888386276343,0.369,0.177,3.71753666646679e-64,"3","APH1B"
"ACOT9",3.35154996594413e-68,0.311082388697519,0.424,0.219,7.74777805627304e-64,"3","ACOT9"
"TBCB",3.84462470220221e-68,0.374236574357981,0.649,0.43,8.88761892408084e-64,"3","TBCB"
"COX6B1",4.57562166110261e-68,0.315434437945884,0.998,0.985,1.05774645939709e-63,"3","COX6B1"
"ATP5F1E",5.38913042284104e-68,0.270865414089895,1,1,1.24580527984816e-63,"3","ATP5F1E"
"CD300LF",7.42994637809401e-68,0.37085205939929,0.492,0.28,1.71758070422399e-63,"3","CD300LF"
"GABARAP",1.26700300094355e-67,0.275058896607741,1,0.997,2.92893083728121e-63,"3","GABARAP"
"SEC11A",2.57589366103207e-67,0.375750802563984,0.939,0.877,5.95469337620783e-63,"3","SEC11A"
"MPC1",5.81073683335903e-67,0.385173326785928,0.572,0.359,1.34326803376761e-62,"3","MPC1"
"GUK1",2.97953637740648e-66,0.361692957572827,0.912,0.821,6.88779424365056e-62,"3","GUK1"
"S1PR4",3.84758998081143e-66,0.355478733267064,0.426,0.228,8.89447375864179e-62,"3","S1PR4"
"HLA-DPB11",5.63990319913745e-66,0.333092586200325,0.953,0.891,1.3037764225446e-61,"3","HLA-DPB1"
"CDK2AP1",3.0839228422471e-65,0.365318455367409,0.527,0.312,7.12910443442263e-61,"3","CDK2AP1"
"LSM6",7.34139715916403e-65,0.3698752286223,0.639,0.418,1.69711078128395e-60,"3","LSM6"
"CLEC7A1",3.12892322341267e-64,0.3613942812361,0.922,0.771,7.23313181556307e-60,"3","CLEC7A"
"ARRB21",4.87693170752029e-64,0.331599003980963,0.944,0.847,1.12740030282747e-59,"3","ARRB2"
"UBE2R2",5.93648724957955e-64,0.367310611710965,0.776,0.603,1.3723377574853e-59,"3","UBE2R2"
"ATG3",2.43114384405098e-63,0.442481513646721,0.759,0.609,5.62007522429265e-59,"3","ATG3"
"VTI1B",3.38219010114835e-63,0.342418549259114,0.555,0.339,7.81860885682464e-59,"3","VTI1B"
"TBC1D10C",3.45634297557807e-63,0.304775538838315,0.407,0.21,7.99002805664381e-59,"3","TBC1D10C"
"LNPEP",3.77403269552454e-63,0.397438564782127,0.56,0.348,8.72443138224408e-59,"3","LNPEP"
"C3AR1",5.17051903168471e-63,0.311527114484855,0.365,0.18,1.19526888455455e-58,"3","C3AR1"
"MOB1A",5.29351346525012e-63,0.346763162760952,0.918,0.846,1.22370150776187e-58,"3","MOB1A"
"PPM1F",6.82873720933713e-63,0.306779270407351,0.473,0.263,1.57859918068247e-58,"3","PPM1F"
"LPCAT2",6.92796981121573e-63,0.349711567020461,0.516,0.303,1.60153878125874e-58,"3","LPCAT2"
"GDI2",7.25546414882957e-63,0.386560901948342,0.878,0.807,1.67724564728493e-58,"3","GDI2"
"UNC93B1",1.42507306528091e-62,0.358196094657325,0.608,0.391,3.29434140500987e-58,"3","UNC93B1"
"LPAR6",2.06869672783716e-62,0.2765126050947,0.277,0.119,4.78220622574117e-58,"3","LPAR6"
"LYST1",4.37907278434479e-62,0.357085165591559,0.913,0.803,1.01231025555699e-57,"3","LYST"
"CCDC12",7.7974064945371e-62,0.330479056691131,0.637,0.413,1.80252645934214e-57,"3","CCDC12"
"SH3BP1",1.44120196385295e-61,0.341901283719589,0.546,0.334,3.33162657983887e-57,"3","SH3BP1"
"RAB24",1.73010286821748e-61,0.280092835251292,0.363,0.181,3.99947880045835e-57,"3","RAB24"
"PDCD5",2.78839955450742e-61,0.361763354369362,0.58,0.366,6.44594325015481e-57,"3","PDCD5"
"UBE2L6",3.23786121577314e-61,0.373194533451032,0.572,0.361,7.48496377250276e-57,"3","UBE2L6"
"ZFAND51",3.31125120167031e-61,0.411153686651238,0.974,0.923,7.65461940290125e-57,"3","ZFAND5"
"YWHAB",3.39764544451411e-61,0.305948195731043,0.986,0.97,7.85433697408327e-57,"3","YWHAB"
"COX6C1",3.47564220172166e-61,0.34010686683246,0.97,0.946,8.03464207771996e-57,"3","COX6C"
"IFNAR2",3.99406102037688e-61,0.319107986876047,0.475,0.272,9.23307086080524e-57,"3","IFNAR2"
"YPEL2",4.74076947228481e-61,0.316250225470036,0.468,0.262,1.09592367890808e-56,"3","YPEL2"
"BTK",5.51547614695507e-61,0.355694542464177,0.529,0.322,1.2750126208916e-56,"3","BTK"
"FGR1",6.60373447935723e-61,0.382477403236602,0.873,0.738,1.52658529959301e-56,"3","FGR"
"PPCDC",6.94997393338125e-61,0.258270668206348,0.312,0.144,1.60662547417974e-56,"3","PPCDC"
"IL10RA1",9.1794935299427e-61,0.387181626676162,0.769,0.589,2.12202351931685e-56,"3","IL10RA"
"MCOLN1",2.33361972155651e-60,0.25286351115741,0.367,0.181,5.39462871032218e-56,"3","MCOLN1"
"C20orf27",3.24690473623931e-60,0.341430758941524,0.609,0.391,7.50586967876442e-56,"3","C20orf27"
"ARAP1",8.49811119357657e-60,0.302714431823756,0.512,0.297,1.9645083646191e-55,"3","ARAP1"
"NUDT16",1.26993804599384e-59,0.317070283029135,0.476,0.274,2.93571578092396e-55,"3","NUDT16"
"PABPC4",1.46814117251079e-59,0.427769474854865,0.824,0.719,3.39390194849318e-55,"3","PABPC4"
"WDR1",1.67220833250929e-59,0.336764040499843,0.651,0.437,3.86564400226173e-55,"3","WDR1"
"MICOS101",3.38407748792197e-59,0.346800561163726,0.889,0.812,7.82297192882922e-55,"3","MICOS10"
"EIF3K",8.40395865639343e-59,0.336683824569918,0.981,0.964,1.94274312259847e-54,"3","EIF3K"
"PLXNC11",1.12168848800288e-58,0.321830811832955,0.449,0.25,2.59300727771625e-54,"3","PLXNC1"
"COX6A11",2.3865907133936e-58,0.31677296581645,0.965,0.932,5.51708175215199e-54,"3","COX6A1"
"RASGRP2",3.82684720082016e-58,0.371756530751963,0.631,0.427,8.84652267413596e-54,"3","RASGRP2"
"WDR11",4.10826717768489e-58,0.351227954252094,0.401,0.218,9.49708123465417e-54,"3","WDR11"
"MXD4",5.11016254678186e-58,0.325506165204733,0.574,0.364,1.18131627593956e-53,"3","MXD4"
"MFSD12",5.34397000415971e-58,0.282519829379327,0.382,0.201,1.2353655458616e-53,"3","MFSD12"
"HK1",6.5906565473537e-58,0.324581352416422,0.471,0.274,1.52356207405175e-53,"3","HK1"
"NDUFA131",7.09575704366184e-58,0.283217963269442,0.984,0.957,1.64032615578331e-53,"3","NDUFA13"
"PLEKHO2",1.71671926184349e-57,0.273175660655694,0.375,0.192,3.96853991760359e-53,"3","PLEKHO2"
"GNB2",1.06036587262054e-56,0.338065233608308,0.888,0.795,2.45124778773689e-52,"3","GNB2"
"HAX1",1.68888912172586e-56,0.28302252984188,0.439,0.245,3.90420498269368e-52,"3","HAX1"
"TICAM1",2.24771073102419e-56,0.252099932421234,0.323,0.157,5.19603289690861e-52,"3","TICAM1"
"WAC-AS1",2.55256374758541e-56,0.349052968179042,0.464,0.274,5.9007616152932e-52,"3","WAC-AS1"
"C15orf39",3.38644615999588e-56,0.331727429238442,0.558,0.351,7.82844758806248e-52,"3","C15orf39"
"C1orf1621",3.50496968608952e-56,0.339502410540725,0.955,0.91,8.10243842333314e-52,"3","C1orf162"
"GRASP1",5.81815759916243e-56,0.321907622272,0.494,0.286,1.34498349219838e-51,"3","GRASP"
"FEM1C",6.73799419502508e-56,0.316716832707596,0.439,0.247,1.55762211806395e-51,"3","FEM1C"
"PSMA4",1.23187254374852e-55,0.356441401473401,0.836,0.729,2.84771975938346e-51,"3","PSMA4"
"SNX5",1.30518340337691e-55,0.291729941655563,0.475,0.277,3.01719247358641e-51,"3","SNX5"
"SMCO4",1.42915901709681e-55,0.277744243705544,0.46,0.259,3.30378689982268e-51,"3","SMCO4"
"CBL",1.78154233112779e-55,0.316021942379314,0.49,0.292,4.11839140686811e-51,"3","CBL"
"RPL36AL",2.56652063159965e-55,0.283382606250756,0.991,0.987,5.93302574406891e-51,"3","RPL36AL"
"VDAC1",4.30081168238824e-55,0.356825304176036,0.701,0.516,9.9421863661769e-51,"3","VDAC1"
"CAPNS11",4.37098921121971e-55,0.304669018220263,0.895,0.804,1.01044157595766e-50,"3","CAPNS1"
"METRNL",4.44219359407229e-55,0.359934141114423,0.755,0.578,1.02690189314169e-50,"3","METRNL"
"CCDC115",5.16902841873575e-55,0.259158381202176,0.368,0.192,1.19492429955914e-50,"3","CCDC115"
"CYBB1",1.75598851123026e-54,0.360425069899963,0.962,0.863,4.05931864141098e-50,"3","CYBB"
"EMC7",1.94634504480495e-54,0.286436183577329,0.503,0.304,4.4993658400756e-50,"3","EMC7"
"RAC21",2.64500056090428e-54,0.338836576772606,0.928,0.88,6.11444779664244e-50,"3","RAC2"
"COX7B",2.87826726709058e-54,0.311457035685097,0.978,0.948,6.65369044133328e-50,"3","COX7B"
"GSTK1",4.04276829176203e-54,0.333847223000305,0.886,0.823,9.34566746006629e-50,"3","GSTK1"
"RNH11",4.80852057249143e-54,0.352345805045243,0.874,0.78,1.11158570074284e-49,"3","RNH1"
"CUX1",1.02941776324053e-53,0.425761429285729,0.775,0.667,2.37970504328313e-49,"3","CUX1"
"HNRNPDL",1.52120363434475e-53,0.299624536894683,0.986,0.959,3.51656644151476e-49,"3","HNRNPDL"
"YWHAZ",1.69536034139595e-53,0.311305700031677,0.994,0.983,3.91916450120501e-49,"3","YWHAZ"
"NUB1",2.43122623203147e-53,0.33452790869686,0.552,0.351,5.62026568058716e-49,"3","NUB1"
"NDUFA6",2.72165459285221e-53,0.359325742627369,0.699,0.533,6.29164892229646e-49,"3","NDUFA6"
"LYL1",3.70865412560811e-53,0.312545354304709,0.543,0.339,8.57329574216827e-49,"3","LYL1"
"SWAP70",7.60628504039958e-53,0.278880667791921,0.425,0.239,1.75834491278917e-48,"3","SWAP70"
"COX8A1",9.70099689029918e-53,0.293590137033366,0.982,0.952,2.24257945113046e-48,"3","COX8A"
"GRK6",1.48824596772261e-52,0.300905811238276,0.533,0.332,3.44037820358436e-48,"3","GRK6"
"TUT71",1.7740080447541e-52,0.312900246315765,0.556,0.348,4.10097439705805e-48,"3","TUT7"
"RARA",2.71513801618496e-52,0.316066377642524,0.505,0.311,6.27658455201477e-48,"3","RARA"
"FGD2",3.45776538779384e-52,0.28187384313415,0.404,0.224,7.99331624696301e-48,"3","FGD2"
"TPI11",4.06317794543475e-52,0.305372431969126,0.943,0.9,9.39284845646151e-48,"3","TPI1"
"IGSF61",4.38039210753227e-52,0.399066127434273,0.869,0.791,1.01261524349824e-47,"3","IGSF6"
"PRKACA1",9.5810233880737e-52,0.305568027697036,0.612,0.402,2.214845176621e-47,"3","PRKACA"
