"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046631","GO:0046631","alpha-beta T cell activation","20/578","175/18614",5.47489380809467e-07,1.65356106452323e-05,1.25770006365518e-05,"1514/10859/100/3133/6693/387/11314/5788/3965/3726/64115/864/8764/10312/942/1794/9308/5914/3123/5734",20
"GO:0071346","GO:0071346","cellular response to type II interferon","16/578","116/18614",5.971196537919e-07,1.78283458265517e-05,1.35602562022019e-05,"199/3113/115361/3055/6813/2633/3965/998/834/961/2634/9341/1612/7124/10096/3716",16
"GO:0006887","GO:0006887","exocytosis","30/578","351/18614",5.9800770463439e-07,1.78283458265517e-05,1.35602562022019e-05,"2214/4067/3162/6688/5908/11314/3055/9144/2771/10890/6813/3965/30817/11151/3134/4218/84958/64005/8773/5899/808/10490/695/2268/867/5880/9342/9341/5058/8676",30
"GO:0043303","GO:0043303","mast cell degranulation","11/578","54/18614",6.70421213248876e-07,1.9859079656558e-05,1.51048342175303e-05,"4067/3162/11314/6813/3965/30817/8773/695/2268/867/5880",11
"GO:0048525","GO:0048525","negative regulation of viral process","14/578","90/18614",6.82747256052198e-07,2.00953826128485e-05,1.52845664630123e-05,"10410/10581/4061/4938/8519/9636/200315/60489/2219/81603/4940/7124/27350/4599",14
"GO:0010720","GO:0010720","positive regulation of cell development","34/578","432/18614",7.28142839106672e-07,2.12958737943793e-05,1.61976611577427e-05,"4673/10288/7133/4067/9148/100/1524/6688/3280/60/7305/387/54997/5788/3965/3059/64115/864/23654/3688/3845/942/9308/64581/695/10154/10456/1523/5914/677/7124/920/4853/3123",34
"GO:0033003","GO:0033003","regulation of mast cell activation","10/578","44/18614",7.3851762190005e-07,2.14634586842776e-05,1.63251263788432e-05,"4067/3162/11314/6813/3965/30817/5777/146722/2268/5880",10
"GO:0032613","GO:0032613","interleukin-10 production","12/578","66/18614",7.64186357582173e-07,2.1933572412343e-05,1.6682695311977e-05,"10859/353514/7305/3965/9636/29108/64115/961/9308/64581/695/3123",12
"GO:0032653","GO:0032653","regulation of interleukin-10 production","12/578","66/18614",7.64186357582173e-07,2.1933572412343e-05,1.6682695311977e-05,"10859/353514/7305/3965/9636/29108/64115/961/9308/64581/695/3123",12
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","21/578","195/18614",7.72465835667277e-07,2.19779780112691e-05,1.67164702512848e-05,"389/637/10109/5216/7408/5908/4478/387/51466/3055/9636/4615/51673/29108/51429/64581/695/7124/5058/3958/3320",21
"GO:0001911","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","8/578","26/18614",7.84757925094007e-07,2.19779780112691e-05,1.67164702512848e-05,"10859/1524/3133/5788/3965/3106/3134/409",8
"GO:0002433","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","8/578","26/18614",7.84757925094007e-07,2.19779780112691e-05,1.67164702512848e-05,"4067/3055/5788/5795/961/64005/2268/5058",8
"GO:0038096","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","8/578","26/18614",7.84757925094007e-07,2.19779780112691e-05,1.67164702512848e-05,"4067/3055/5788/5795/961/64005/2268/5058",8
"GO:0045071","GO:0045071","negative regulation of viral genome replication","11/578","56/18614",9.85835647396613e-07,2.74430513651792e-05,2.08732100612384e-05,"10410/10581/4938/8519/9636/200315/60489/4940/7124/27350/4599",11
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","12/578","68/18614",1.06826910405226e-06,2.9559709759434e-05,2.24831423790135e-05,"3162/10859/1524/6688/3133/11314/5788/3965/5777/3106/3134/409",12
"GO:0051651","GO:0051651","maintenance of location in cell","23/578","233/18614",1.08627693787649e-06,2.98790817257574e-05,2.27260569897844e-05,"4067/2512/2495/7114/805/2280/400916/5788/11151/5777/9168/801/3638/6717/808/57192/3098/5566/6546/920/2316/9446/11079",23
"GO:0034314","GO:0034314","Arp2/3 complex-mediated actin nucleation","10/578","46/18614",1.14732961963386e-06,3.13716578244265e-05,2.38613117406258e-05,"10109/10094/10163/10092/10095/6050/9535/57175/10096/10093",10
"GO:0002448","GO:0002448","mast cell mediated immunity","11/578","57/18614",1.18771085304744e-06,3.20959757422938e-05,2.44122286138838e-05,"4067/3162/11314/6813/3965/30817/8773/695/2268/867/5880",11
"GO:0045010","GO:0045010","actin nucleation","11/578","57/18614",1.18771085304744e-06,3.20959757422938e-05,2.44122286138838e-05,"10109/10094/10163/10092/11151/10095/6050/9535/57175/10096/10093",11
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","15/578","108/18614",1.22446008033558e-06,3.28966862280855e-05,2.50212497444339e-05,"389/9788/5216/387/10163/51466/998/961/8477/9647/116985/23075/5058/2316/5734",15
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","36/578","483/18614",1.24768715293975e-06,3.33269499059802e-05,2.53485086928252e-05,"389/199/3162/5908/387/10163/10287/9046/388/1072/391/998/408/54509/397/8477/3688/2059/3845/1794/5899/11337/2665/10161/23616/116985/10235/867/23075/221472/440193/2889/153020/4853/2203/9750",36
"GO:0010959","GO:0010959","regulation of metal ion transport","33/578","423/18614",1.28894734231077e-06,3.41317346435111e-05,2.59606287029883e-05,"10288/4067/10859/567/353514/3280/805/2280/387/54997/2771/7402/11151/5777/801/3688/483/6717/808/409/2783/7416/5566/6546/23479/920/11027/3958/51669/2316/9446/401152/7533",33
"GO:0032496","GO:0032496","response to lipopolysaccharide","29/578","345/18614",1.29258895533747e-06,3.41317346435111e-05,2.59606287029883e-05,"10288/7133/4067/10859/3164/1524/6688/7867/114769/388325/387/3055/968/1051/3965/4615/2643/29108/834/942/695/3587/148022/5914/3454/7124/55829/11027/5734",29
"GO:0030042","GO:0030042","actin filament depolymerization","11/578","58/18614",1.42505765012756e-06,3.7415860234315e-05,2.84585376422004e-05,"136319/832/1072/11034/2059/6840/23616/9948/23075/29766/829",11
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","12/578","70/18614",1.47496430421624e-06,3.82910676954116e-05,2.91242212405561e-05,"7867/388325/11314/1520/4615/330/146722/409/81622/695/148022/2874",12
"GO:0032722","GO:0032722","positive regulation of chemokine production","12/578","70/18614",1.47496430421624e-06,3.82910676954116e-05,2.91242212405561e-05,"199/1436/3162/4938/3965/4615/29108/64581/148022/4940/7124/58515",12
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","16/578","124/18614",1.48498844652227e-06,3.8335930789829e-05,2.91583441513546e-05,"637/387/3965/10550/29108/834/8743/64581/9647/9141/51079/1612/7124/10134/51065/5366",16
"GO:0034101","GO:0034101","erythrocyte homeostasis","17/578","139/18614",1.50084090484382e-06,3.85299212293517e-05,2.93058934577399e-05,"4067/3162/6223/567/6688/9935/9636/3059/1777/10365/292/29766/5052/51341/677/10019/10320",17
"GO:0034340","GO:0034340","response to type I interferon","13/578","83/18614",1.5739080605865e-06,4.01824814804985e-05,3.05628323018222e-05,"10410/10581/4938/8519/9636/4615/5777/3455/3454/4940/3716/5770/4599",13
"GO:0002262","GO:0002262","myeloid cell homeostasis","19/578","171/18614",1.61098674597284e-06,4.06796161373796e-05,3.09409533782186e-05,"4067/3162/6223/567/6688/9935/9636/3059/1777/6647/10365/292/695/29766/5052/51341/677/10019/10320",19
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","19/578","171/18614",1.61098674597284e-06,4.06796161373796e-05,3.09409533782186e-05,"389/9788/10109/5216/7408/387/10163/51466/3055/29108/998/961/11034/51429/8477/9647/9948/23075/5058",19
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","10/578","48/18614",1.74092782954197e-06,4.34832446258646e-05,3.30733957803077e-05,"4067/3162/6688/11314/6813/3965/30817/3134/2268/5880",10
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","15/578","111/18614",1.74483987900189e-06,4.34832446258646e-05,3.30733957803077e-05,"637/27166/400916/597/29108/3433/293/8743/55737/292/409/64422/9141/2537/5366",15
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","21/578","205/18614",1.75024529331548e-06,4.34832446258646e-05,3.30733957803077e-05,"10288/10859/80139/55824/6688/6693/11314/1051/3965/64115/5777/864/8764/10875/942/9647/23075/10019/3958/3123/9750",21
"GO:0097529","GO:0097529","myeloid leukocyte migration","23/578","241/18614",1.94703329283093e-06,4.81135874126831e-05,3.65952387546439e-05,"199/2207/4067/1436/6223/5175/1524/6688/728/11314/4615/30817/27202/961/79890/719/9948/5880/23075/3958/5734/58515/9750",23
"GO:0031342","GO:0031342","negative regulation of cell killing","8/578","29/18614",1.98564186300673e-06,4.88066545157132e-05,3.71223862294482e-05,"10859/1524/3133/5788/3965/3106/3134/409",8
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","17/578","142/18614",2.02467104937003e-06,4.95026715298355e-05,3.76517774093374e-05,"637/387/26999/3965/10550/29108/834/8743/64581/9647/9141/51079/1612/7124/10134/51065/5366",17
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","21/578","208/18614",2.21242584610283e-06,5.38085254465324e-05,4.09268138511764e-05,"2214/2207/10859/100/6688/3955/6693/3683/5788/3965/3726/11151/3134/10875/942/23075/5914/4853/3958/3123/5734",21
"GO:1903900","GO:1903900","regulation of viral life cycle","17/578","143/18614",2.23286496311878e-06,5.40213036365021e-05,4.10886531377989e-05,"10410/10581/4061/4938/8519/3965/9636/200315/60489/2219/81603/4940/7124/920/27350/3123/4599",17
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","15/578","114/18614",2.45543058371474e-06,5.90965871215928e-05,4.49489184156991e-05,"10859/100/3133/387/11314/5788/3965/3726/64115/864/8764/942/9308/5914/3123",15
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","22/578","227/18614",2.51788288930648e-06,6.02856830646903e-05,4.58533458816162e-05,"6934/7133/3162/637/6688/4050/5788/5499/597/29108/162989/8743/11337/51079/10572/1612/7124/3958/2537/10519/5366/50486",22
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","17/578","145/18614",2.70811722113729e-06,6.43934180760615e-05,4.89776929021901e-05,"2214/199/10288/100/3133/3280/3113/5788/3965/4615/11151/29108/942/3115/695/148022/58515",17
"GO:0045123","GO:0045123","cellular extravasation","12/578","74/18614",2.71731584610084e-06,6.43934180760615e-05,4.89776929021901e-05,"5175/1524/6693/3683/6404/3676/961/3688/9435/7124/5734/9750",12
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","11/578","62/18614",2.84295618715577e-06,6.70270435757489e-05,5.09808308749361e-05,"389/9788/5216/387/51466/998/961/8477/9647/23075/5058",11
"GO:0050868","GO:0050868","negative regulation of T cell activation","16/578","131/18614",3.09577970751909e-06,7.26172488753589e-05,5.52327461576609e-05,"10288/10859/55824/6693/11314/1051/3965/64115/5777/864/8764/10875/942/3958/3123/9750",16
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","10/578","51/18614",3.12779366961002e-06,7.29976492286258e-05,5.55220790155655e-05,"637/4050/5788/5499/29108/162989/8743/7124/5366/50486",10
"GO:0051924","GO:0051924","regulation of calcium ion transport","24/578","266/18614",3.14712672071722e-06,7.30797616906245e-05,5.55845338295414e-05,"10288/4067/10859/353514/3280/805/2280/387/2771/11151/5777/801/6717/808/409/7416/5566/6546/920/11027/3958/51669/9446/401152",24
"GO:0042176","GO:0042176","regulation of protein catabolic process","29/578","361/18614",3.19685678802632e-06,7.38633760873482e-05,5.61805516590521e-05,"7133/7076/4946/5721/4478/1471/5720/9978/51429/55737/51035/23429/5704/1915/4947/6923/11337/51079/51667/5566/5702/7124/10134/255488/2316/3320/51322/7430/4780",29
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","30/578","381/18614",3.24955205962523e-06,7.47073635200406e-05,5.68224892751434e-05,"6934/1514/3162/1075/637/1524/27166/4050/1520/2771/5788/5499/29108/162989/6647/293/8743/292/1032/409/51079/7124/55829/10134/3958/5770/2537/5366/4780/50486",30
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","23/578","249/18614",3.39402754848995e-06,7.76425807008517e-05,5.9055018157415e-05,"7114/100/11182/387/527/5230/7351/132/514/131870/3098/51079/4700/7167/6390/51341/3312/4708/4729/55967/4709/5211/2203",23
"GO:0043304","GO:0043304","regulation of mast cell degranulation","8/578","31/18614",3.45477116565241e-06,7.86428451058117e-05,5.98158201820762e-05,"4067/3162/11314/6813/3965/30817/2268/5880",8
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","17/578","148/18614",3.59281957473723e-06,8.13844081120626e-05,6.19010555214016e-05,"2214/199/10288/100/3133/3280/3113/5788/3965/4615/11151/29108/942/3115/695/148022/58515",17
"GO:0060337","GO:0060337","type I interferon-mediated signaling pathway","12/578","76/18614",3.63058021778935e-06,8.18385911531932e-05,6.22465075594283e-05,"10410/10581/4938/8519/9636/4615/5777/3455/3454/4940/3716/5770",12
"GO:0071357","GO:0071357","cellular response to type I interferon","12/578","77/18614",4.18116574898646e-06,9.37920724566333e-05,7.13383364121911e-05,"10410/10581/4938/8519/9636/4615/5777/3455/3454/4940/3716/5770",12
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","15/578","119/18614",4.2280521150037e-06,9.43856464900101e-05,7.1789809366882e-05,"7133/3162/10859/567/3133/388325/4615/29108/8764/3134/64581/695/3098/148022/7124",15
"GO:0030834","GO:0030834","regulation of actin filament depolymerization","10/578","53/18614",4.51405639602376e-06,0.000100285839452047,7.62775015502192e-05,"136319/832/11034/2059/6840/23616/9948/23075/29766/829",10
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","18/578","167/18614",4.65822875656735e-06,0.000102993660689463,7.83370728691935e-05,"7114/5216/136319/10163/832/11151/9168/2059/6840/116985/23075/9535/29766/57175/3312/829/85464/10519",18
"GO:0051098","GO:0051098","regulation of binding","29/578","369/18614",4.91079507098603e-06,0.000108060876300126,8.21912017143978e-05,"6934/3162/7114/567/8932/8536/3955/3280/805/114769/60/2280/3676/5499/998/3433/6881/801/6717/5899/808/409/148022/5914/5566/203228/51341/401152/9750",29
"GO:0002367","GO:0002367","cytokine production involved in immune response","15/578","121/18614",5.20997146056775e-06,0.000114100844167221,8.67852068188363e-05,"7133/3162/10859/567/3133/388325/4615/29108/8764/3134/64581/695/3098/148022/7124",15
"GO:0007162","GO:0007162","negative regulation of cell adhesion","26/578","312/18614",5.33195056151367e-06,0.000116221431814881,8.83981277303583e-05,"10288/10859/80139/55824/6688/6693/387/11314/1051/2633/5788/3965/64115/5777/864/8764/23654/10875/942/9647/10154/23075/10019/3958/3123/9750",26
"GO:0001818","GO:0001818","negative regulation of cytokine production","29/578","371/18614",5.45442075266713e-06,0.000118332761962793,9.00040073790737e-05,"3162/10859/7114/1524/353514/4938/1445/114769/7305/2633/5788/3965/29108/27202/408/64115/5777/3134/10365/9308/409/695/5914/4940/7124/55829/3123/5734/7430",29
"GO:0030183","GO:0030183","B cell differentiation","17/578","153/18614",5.65689168608267e-06,0.000122151852716766,9.2908811312494e-05,"974/100/6688/3955/3676/5788/5777/5795/10312/3688/292/695/4066/51341/677/2874/4853",17
"GO:0008360","GO:0008360","regulation of cell shape","16/578","138/18614",6.12947949343093e-06,0.000131741045298346,0.000100202359992979,"7940/1436/103910/4478/3055/23136/11151/391/23654/2059/2268/116985/9948/10154/221472/7430",16
"GO:0050727","GO:0050727","regulation of inflammatory response","31/578","414/18614",6.24996154782475e-06,0.000133185042726108,0.000101300665762133,"7133/4067/89790/6223/7114/1075/100/353514/3133/114769/118788/3055/1051/5788/4615/29108/834/961/330/6647/55737/695/2268/284207/2874/4814/7124/55829/63940/3123/5734",31
"GO:0002291","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","5/578","10/18614",6.28312904442579e-06,0.000133185042726108,0.000101300665762133,"10859/3683/3965/10875/3958",5
"GO:0060368","GO:0060368","regulation of Fc receptor mediated stimulatory signaling pathway","5/578","10/18614",6.28312904442579e-06,0.000133185042726108,0.000101300665762133,"4067/1445/5788/5795/961",5
"GO:0031529","GO:0031529","ruffle organization","10/578","55/18614",6.40379349000011e-06,0.000135122966745619,0.000102774652550398,"199/1436/51225/5216/51466/391/10312/2059/23616/57175",10
"GO:0002819","GO:0002819","regulation of adaptive immune response","20/578","205/18614",6.47543532815791e-06,0.000136013575688262,0.000103452050529757,"7133/10859/567/100/3133/5585/3107/5788/3726/29108/5777/8764/3106/3134/64581/695/7124/920/3123/64092",20
"GO:0030595","GO:0030595","leukocyte chemotaxis","22/578","241/18614",6.6775238970659e-06,0.00013962370103322,0.000106197915181248,"199/2207/4067/1436/6223/58191/1524/6688/728/3965/30817/11151/27202/79890/719/1130/5880/23075/4814/63940/3958/9750",22
"GO:0021762","GO:0021762","substantia nigra development","9/578","44/18614",6.77083856996903e-06,0.000140305134671869,0.000106716214232365,"1152/805/60/387/998/801/808/1340/7533",9
"GO:2000249","GO:2000249","regulation of actin cytoskeleton reorganization","9/578","44/18614",6.77083856996903e-06,0.000140305134671869,0.000106716214232365,"1436/51225/3055/3059/998/397/10456/6050/4853",9
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","21/578","224/18614",7.14077793290032e-06,0.000147310423338984,0.000112044443223469,"10288/7133/4067/10859/1524/6688/114769/388325/387/3055/968/1051/4615/29108/834/942/148022/5914/7124/55829/11027",21
"GO:2000401","GO:2000401","regulation of lymphocyte migration","11/578","68/18614",7.24590531639423e-06,0.000148814793186923,0.000113188668310832,"199/6693/4478/387/3676/11151/29108/8764/6793/58515/9750",11
"GO:2000406","GO:2000406","positive regulation of T cell migration","8/578","34/18614",7.32398521877355e-06,0.000149752812813949,0.000113902126900256,"199/6693/387/3676/11151/29108/8764/58515",8
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","13/578","95/18614",7.38977458972072e-06,0.000150432371714094,0.000114419000023545,"10859/567/1524/6688/3133/7305/3107/5788/3965/3106/3134/409/3123",13
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus","15/578","125/18614",7.80314550565163e-06,0.000158150593779018,0.000120289486811499,"10859/6223/3133/4938/114769/6397/3965/9636/3106/3134/10875/409/4940/11027/8780",15
"GO:0031341","GO:0031341","regulation of cell killing","14/578","110/18614",7.8545030168966e-06,0.000158496325070215,0.000120552450348967,"10859/567/1524/6688/3133/7305/3107/5788/3965/3106/3134/64581/409/3123",14
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","12/578","82/18614",8.18625662662577e-06,0.000164472573354947,0.000125097990280565,"100/805/2633/51643/801/808/64581/374403/7124/920/58515/10519",12
"GO:0097028","GO:0097028","dendritic cell differentiation","9/578","45/18614",8.23270999412343e-06,0.000164689839319673,0.000125263242972787,"10288/4067/10859/55509/6688/1051/3965/3106/4853",9
"GO:0019058","GO:0019058","viral life cycle","26/578","320/18614",8.39638736353527e-06,0.000167240112098692,0.000127202982789675,"10410/10581/1514/4061/4938/6404/8519/3965/9636/8764/200315/3688/60489/942/1915/10572/2219/81603/4940/7124/920/27350/950/3312/3123/4599",26
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","21/578","227/18614",8.77495463976203e-06,0.000174030323563693,0.000132367623863408,"4067/1436/10859/55509/6688/7305/54997/9935/1051/3726/3059/998/10312/7351/10456/5914/677/7124/920/4853/3123",21
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","27/578","341/18614",9.06916600677122e-06,0.000179096650073888,0.000136221076457981,"6237/4067/1436/151306/5908/1445/728/388325/2771/2633/5788/3965/29108/408/5777/409/374403/7534/677/7124/920/4853/5770/3123/5734/10519/7430",27
"GO:0032633","GO:0032633","interleukin-4 production","8/578","35/18614",9.23769069511401e-06,0.000180878680941194,0.000137576490771569,"2207/3133/1051/3965/942/9308/5914/3123",8
"GO:0032673","GO:0032673","regulation of interleukin-4 production","8/578","35/18614",9.23769069511401e-06,0.000180878680941194,0.000137576490771569,"2207/3133/1051/3965/942/9308/5914/3123",8
"GO:0044409","GO:0044409","entry into host","17/578","160/18614",1.0326391978833e-05,0.000201342857950158,0.000153141562590821,"10410/10581/1514/4061/6404/8519/3965/8764/3688/942/867/10572/2219/81603/920/950/3123",17
"GO:0061515","GO:0061515","myeloid cell development","12/578","84/18614",1.055280836559e-05,0.00020329019658215,0.000154622710141983,"10859/7305/10163/1051/5777/10365/8761/29766/51341/10019/4853/2316",12
"GO:0060314","GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity","7/578","26/18614",1.05582443583026e-05,0.00020329019658215,0.000154622710141983,"805/2280/801/6717/808/5566/9446",7
"GO:1903306","GO:1903306","negative regulation of regulated secretory pathway","7/578","26/18614",1.05582443583026e-05,0.00020329019658215,0.000154622710141983,"3162/6688/5908/11314/2771/3965/3134",7
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","20/578","212/18614",1.07042121919241e-05,0.000205245496011955,0.000156109912683269,"10288/100/6688/27166/60/387/5788/3965/3726/64115/5777/864/6647/10875/942/9308/695/5914/677/3123",20
"GO:0060315","GO:0060315","negative regulation of ryanodine-sensitive calcium-release channel activity","5/578","11/18614",1.12245513859701e-05,0.000213641235053446,0.000162495719505565,"805/801/6717/808/9446",5
"GO:0006470","GO:0006470","protein dephosphorylation","22/578","249/18614",1.12345423323929e-05,0.000213641235053446,0.000162495719505565,"10288/8073/147699/805/2280/11314/2771/5788/5499/5777/5795/801/26469/808/9647/7529/23075/5496/7124/3958/5770/85464",22
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","8/578","36/18614",1.15564324144891e-05,0.000218580960769584,0.000166252879419957,"10437/2207/567/3133/3107/3106/3134/4012",8
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","16/578","145/18614",1.1588906165018e-05,0.000218580960769584,0.000166252879419957,"2214/712/2207/567/3133/3113/5788/4615/5777/10312/3115/695/23075/7124/3123/3127",16
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","23/578","269/18614",1.21974662079805e-05,0.000229123948565358,0.000174271885615948,"7114/100/11182/387/527/5230/7351/132/514/131870/3098/51079/4700/7167/6390/51341/3312/4708/4729/55967/4709/5211/2203",23
"GO:0051235","GO:0051235","maintenance of location","27/578","347/18614",1.24378791981672e-05,0.000232694088156804,0.000176987337066611,"4067/2512/2495/7114/805/4481/2280/400916/5788/11151/5777/9168/801/3638/6717/808/7529/57192/3098/5566/6546/7124/920/2316/9446/57674/11079",27
"GO:0030218","GO:0030218","erythrocyte differentiation","15/578","130/18614",1.26205562728425e-05,0.000235159639261312,0.00017886263750009,"4067/6223/567/6688/9935/9636/3059/1777/10365/292/29766/51341/677/10019/10320",15
"GO:0140888","GO:0140888","interferon-mediated signaling pathway","13/578","100/18614",1.30698538999748e-05,0.000242553393059371,0.000184486333426404,"10410/10581/4938/8519/3055/9636/4615/5777/3455/3454/4940/3716/5770",13
"GO:0032418","GO:0032418","lysosome localization","12/578","86/18614",1.34975790486296e-05,0.000248495270054651,0.000189005730523692,"4067/3162/11314/6813/3965/30817/2647/8773/695/2268/867/5880",12
"GO:1990849","GO:1990849","vacuolar localization","12/578","86/18614",1.34975790486296e-05,0.000248495270054651,0.000189005730523692,"4067/3162/11314/6813/3965/30817/2647/8773/695/2268/867/5880",12
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","17/578","164/18614",1.43277418150403e-05,0.000260906099587598,0.000198445418859666,"7114/5216/136319/10163/832/11151/9168/2059/6840/116985/23075/9535/29766/57175/829/85464/10519",17
"GO:0046596","GO:0046596","regulation of viral entry into host cell","9/578","48/18614",1.43410840284029e-05,0.000260906099587598,0.000198445418859666,"10410/10581/4061/8519/3965/2219/81603/920/3123",9
"GO:2000404","GO:2000404","regulation of T cell migration","9/578","48/18614",1.43410840284029e-05,0.000260906099587598,0.000198445418859666,"199/6693/387/3676/11151/29108/8764/58515/9750",9
"GO:0019724","GO:0019724","B cell mediated immunity","16/578","148/18614",1.50303172416061e-05,0.000272372925386125,0.000207167097088639,"2214/712/2207/567/3133/3113/5788/4615/5777/10312/3115/695/23075/7124/3123/3127",16
"GO:0050792","GO:0050792","regulation of viral process","17/578","165/18614",1.55227017146446e-05,0.00028019689306005,0.000213118014083875,"10410/10581/4061/4938/8519/3965/9636/200315/60489/2219/81603/4940/7124/920/27350/3123/4599",17
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","25/578","313/18614",1.67067873481232e-05,0.000300397137492907,0.00022848233854345,"10410/10581/1436/1514/4061/1524/6404/8519/3965/4615/1072/998/8764/3688/942/1915/867/10572/2219/81603/5702/920/950/3312/3123",25
"GO:0002283","GO:0002283","neutrophil activation involved in immune response","6/578","19/18614",1.67797764396319e-05,0.000300540104370306,0.000228591079281644,"2207/6688/7305/6813/4615/11027",6
"GO:0007265","GO:0007265","Ras protein signal transduction","26/578","333/18614",1.69216662948796e-05,0.00030132093844602,0.000229184982396442,"199/5908/387/10163/9046/388/1072/391/998/408/397/8477/3688/2059/3845/5899/11337/10161/23616/10235/867/2889/153020/4853/2203/9750",26
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","21/578","237/18614",1.69537857597847e-05,0.00030132093844602,0.000229184982396442,"10288/7133/4067/10859/1524/6688/114769/388325/387/3055/968/1051/4615/29108/834/942/148022/5914/7124/55829/11027",21
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","12/578","88/18614",1.71362953110667e-05,0.000303397780200916,0.000230764630141769,"10288/805/2280/11314/2771/5788/801/808/7529/23075/7124/3958",12
"GO:0006898","GO:0006898","receptor-mediated endocytosis","22/578","256/18614",1.73548487661588e-05,0.000306094489116107,0.000232815749418258,"2207/1514/10859/567/58191/9094/4481/3676/10487/408/51429/157/3688/160/79890/4074/5899/409/867/950/9784/7430",22
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","16/578","150/18614",1.78026316500138e-05,0.000312798330246061,0.000237914697135866,"10288/10859/55824/6693/11314/1051/3965/64115/5777/864/8764/10875/942/3958/3123/9750",16
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","25/578","315/18614",1.86085171720343e-05,0.000325719537318071,0.000247742579096582,"6237/4067/1436/151306/5908/1445/728/388325/2771/2633/5788/3965/29108/408/5777/409/374403/7534/7124/920/4853/5770/3123/10519/7430",25
"GO:0002887","GO:0002887","negative regulation of myeloid leukocyte mediated immunity","5/578","12/18614",1.87504672751007e-05,0.000325736501046016,0.00024775548172363,"3162/1524/6688/11314/3965",5
"GO:2001198","GO:2001198","regulation of dendritic cell differentiation","5/578","12/18614",1.87504672751007e-05,0.000325736501046016,0.00024775548172363,"10288/10859/1051/3965/3106",5
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response","9/578","50/18614",2.02729424422984e-05,0.000350866168636183,0.000266869129961893,"712/199/1075/1524/728/7305/5788/4615/7124",9
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","11/578","76/18614",2.16319110420082e-05,0.000372989033302686,0.000283695801136156,"2214/10859/3133/3965/11151/5777/3106/3134/409/1130/5052",11
"GO:0032731","GO:0032731","positive regulation of interleukin-1 beta production","10/578","63/18614",2.23932182124401e-05,0.00038468052550069,0.000292588360834817,"353514/7305/3965/4615/29108/834/64581/3098/7124/11027",10
"GO:0046718","GO:0046718","viral entry into host cell","16/578","153/18614",2.28142189351441e-05,0.000390461132219633,0.000296985095611876,"10410/10581/1514/4061/6404/8519/3965/8764/3688/942/10572/2219/81603/920/950/3123",16
"GO:0045953","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","6/578","20/18614",2.33439081667183e-05,0.000398052397189687,0.000302759018716925,"10859/3133/3965/3106/3134/409",6
