"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031349","GO:0031349","positive regulation of defense response","40/578","441/18614",1.41824662491606e-09,7.99233860211845e-08,6.07898007778528e-08,"4067/6223/1075/6688/353514/3133/4938/7867/388325/7305/6397/11314/1520/118788/3055/1051/4615/29108/834/961/330/3134/23180/146722/64581/409/81622/695/148022/2219/4940/2874/4814/7124/11027/5058/63940/5734/8780/3320",40
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","17/578","88/18614",1.456445296516e-09,8.10871531951858e-08,6.16749631587434e-08,"7940/10288/4067/10859/6693/7305/11314/5585/1051/3965/83593/64115/5777/8764/942/695/3123",17
"GO:0052548","GO:0052548","regulation of endopeptidase activity","34/578","336/18614",1.55226847704398e-09,8.53932456240501e-08,6.49501810131558e-08,"5265/4067/637/3164/7076/27166/5698/114769/5721/387/1471/26999/3965/5720/10550/29108/64115/834/330/8743/5696/1032/83464/64581/409/9647/9141/51079/1612/7124/10134/2537/51065/5366",34
"GO:0051607","GO:0051607","defense response to virus","32/578","303/18614",1.64552663210627e-09,8.85579383419797e-08,6.73572491996196e-08,"10410/10581/10859/4938/6397/8519/29800/2633/5788/9636/4615/29108/834/3433/200315/10875/60489/3660/81622/1130/3455/148022/81603/4940/27350/3687/2537/8780/3320/58515/4599/5366",32
"GO:0032535","GO:0032535","regulation of cellular component size","35/578","354/18614",1.64812436645970e-09,8.85579383419797e-08,6.73572491996196e-08,"23406/7114/10109/5216/7408/10094/136319/4478/387/51466/26999/3055/10092/832/11151/5499/29108/3059/9168/11034/51429/2647/9706/2059/79890/6840/23616/9948/10456/23075/29766/3320/829/85464/7430",35
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","17/578","89/18614",1.7492198311794e-09,9.29097108032184e-08,7.06672113285906e-08,"7940/10288/4067/10859/6693/7305/11314/5585/1051/3965/83593/64115/5777/8764/942/695/3123",17
"GO:0140546","GO:0140546","defense response to symbiont","32/578","304/18614",1.78647492586698e-09,9.38102344594469e-08,7.1352150448204e-08,"10410/10581/10859/4938/6397/8519/29800/2633/5788/9636/4615/29108/834/3433/200315/10875/60489/3660/81622/1130/3455/148022/81603/4940/27350/3687/2537/8780/3320/58515/4599/5366",32
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","33/578","321/18614",1.81621656961715e-09,9.43004131258523e-08,7.17249807918589e-08,"199/10288/4067/10859/567/100/3133/3280/1445/3113/60/387/3676/5788/3965/11151/29108/64115/5777/864/8764/961/942/9435/9308/3115/5914/7124/920/3716/3123/58515/3127",33
"GO:0050764","GO:0050764","regulation of phagocytosis","18/578","101/18614",1.88450001386584e-09,9.67586062674896e-08,7.3594684752024e-08,"2207/1445/11314/3055/5788/29108/5795/961/6647/1794/146722/64581/64422/695/2268/5199/2219/7124",18
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","21/578","139/18614",1.98456857283658e-09,1.00776828297559e-07,7.6650948116846e-08,"2214/10859/567/1075/1524/6688/3133/7305/3107/6813/5788/3965/4615/11151/5777/3106/3134/409/1130/5052/3123",21
"GO:0042098","GO:0042098","T cell proliferation","26/578","213/18614",2.74163442851217e-09,1.37707529284291e-07,1.04740473189956e-07,"199/10288/7133/10859/637/3133/3280/3113/6693/4478/1051/5788/3965/11151/29108/64115/5777/8764/942/1794/3115/5880/3958/3123/58515/5699",26
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity","14/578","60/18614",3.08484330252683e-09,1.53280224741683e-07,1.16585079650674e-07,"4067/3162/1524/6688/3133/7305/11314/6813/3965/30817/695/2268/148022/5880",14
"GO:0043299","GO:0043299","leukocyte degranulation","16/578","81/18614",3.15159781948136e-09,1.54931207700248e-07,1.17840818804572e-07,"2214/4067/3162/6688/11314/3055/6813/3965/30817/11151/3134/8773/695/2268/867/5880",16
"GO:0090066","GO:0090066","regulation of anatomical structure size","42/578","492/18614",3.36555696679276e-09,1.63707776247888e-07,1.24516284898848e-07,"23406/7114/10109/5216/7408/10094/136319/4478/387/51466/26999/3055/10092/832/2643/11151/5499/29108/3059/9168/11034/6647/51429/2647/9706/10365/2059/79890/6916/6840/23616/9948/10456/23075/6546/29766/7124/3274/3320/829/85464/7430",42
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","23/578","171/18614",3.46873849089169e-09,1.66969172566776e-07,1.26996905932975e-07,"4067/637/27166/5721/387/26999/3965/5720/10550/29108/64115/834/8743/83464/64581/9647/9141/51079/1612/7124/10134/51065/5366",23
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","18/578","105/18614",3.60610396583369e-09,1.71791818825954e-07,1.30665015104924e-07,"2214/353514/3133/4938/6693/7305/5788/3965/4615/29108/5795/64581/695/148022/1536/4940/11027/58515",18
"GO:0019646","GO:0019646","aerobic electron transport chain","17/578","94/18614",4.2080631868692e-09,1.97374353481578e-07,1.50123114448909e-07,"7381/4697/1350/1329/1340/1345/1337/1349/4700/1351/29796/6390/23479/1347/4708/4729/4709",17
"GO:0030099","GO:0030099","myeloid cell differentiation","38/578","421/18614",4.2285351643965e-09,1.97374353481578e-07,1.50123114448909e-07,"1028/4067/1436/10859/6223/55509/567/6688/7305/54997/10163/9935/1051/9636/3726/3059/998/5777/1777/10365/10312/292/7351/8761/9948/10456/5914/29766/51341/677/7124/920/10019/4853/2316/3123/10320/10519",38
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","11/578","35/18614",4.99151841075492e-09,2.30658065760985e-07,1.7543873656327e-07,"10437/2207/1514/567/3113/1520/29108/3115/81622/3123/3127",11
"GO:0052547","GO:0052547","regulation of peptidase activity","38/578","425/18614",5.48390493281792e-09,2.50902224698531e-07,1.90836462435425e-07,"5265/4067/1514/637/3164/7076/27166/5698/114769/5721/387/1471/1520/26999/1476/3965/5720/10550/29108/64115/834/330/8743/5696/51035/1032/83464/64581/409/9647/9141/51079/1612/7124/10134/2537/51065/5366",38
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","21/578","147/18614",5.58484010037687e-09,2.53015157880799e-07,1.92443561353544e-07,"199/1436/1524/6688/728/6693/387/3676/3965/11151/29108/8764/961/719/5880/23075/7124/63940/3958/58515/9750",21
"GO:0045785","GO:0045785","positive regulation of cell adhesion","41/578","482/18614",5.77095401579154e-09,2.58760470559468e-07,1.9681345145117e-07,"199/6237/10288/4067/10859/567/100/10109/3133/3280/1445/3113/60/387/3676/5788/7402/3965/11151/29108/998/64115/5777/5795/864/8764/961/942/9435/9308/3115/9647/5914/7124/920/3716/2316/3123/58515/10519/3127",41
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","32/578","319/18614",5.85999848180676e-09,2.58760470559468e-07,1.9681345145117e-07,"10288/4067/10859/100/6688/27166/60/7305/387/54997/9935/1051/5788/3965/3726/3059/64115/5777/864/3106/6647/10875/942/9308/695/10456/5914/677/7124/920/4853/3123",32
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","17/578","96/18614",5.87964713454752e-09,2.58760470559468e-07,1.9681345145117e-07,"7940/10288/4067/10859/6693/7305/11314/5585/1051/3965/83593/64115/5777/8764/942/695/3123",17
"GO:0050777","GO:0050777","negative regulation of immune response","24/578","191/18614",6.28954386842887e-09,2.74188511471791e-07,2.08548033532115e-07,"4067/3162/10859/6223/6688/3133/4938/11314/3055/5788/3965/9636/5777/8764/3106/3134/10875/409/2268/4940/55829/3958/3123/64092",24
"GO:0022900","GO:0022900","electron transport chain","23/578","177/18614",6.80758397355845e-09,2.93998556465548e-07,2.23615571940105e-07,"637/7381/4697/1350/1329/1340/1345/1337/1536/1349/4700/1351/29796/6390/51142/23479/1347/4708/4729/4200/55967/4709/9997",23
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","11/578","37/18614",9.66738836540331e-09,4.13638904041933e-07,3.14614130137248e-07,"10437/2207/1514/567/3113/1520/29108/3115/81622/3123/3127",11
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","41/578","492/18614",1.03949113337654e-08,4.40687020856238e-07,3.3518695261654e-07,"10410/10581/10288/2207/7133/4067/1436/10859/7114/1524/6688/353514/4938/11024/114769/8519/3055/5788/9636/4615/29108/5777/834/5795/8764/330/146722/3455/867/5566/3454/4940/2874/7124/920/11027/3716/10019/5770/4599/10519",41
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","31/578","311/18614",1.18040164093967e-08,4.95875998434747e-07,3.77163739626561e-07,"2214/712/2207/7133/10859/567/1075/100/3133/3113/6693/5585/3107/5788/4615/3726/5777/3106/3134/10312/23180/64005/3115/64581/81622/695/23075/7124/920/3123/3127",31
"GO:0042129","GO:0042129","regulation of T cell proliferation","23/578","183/18614",1.29629639416985e-08,5.39656363735032e-07,4.10463125664591e-07,"199/10288/7133/10859/637/3133/3280/3113/6693/1051/5788/3965/11151/29108/64115/5777/8764/942/3115/5880/3958/3123/58515",23
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","27/578","246/18614",1.38366215937347e-08,5.70884182005784e-07,4.34215032908647e-07,"7133/4067/3162/10859/567/1524/6688/3133/388325/7305/11314/3107/6813/5788/3965/30817/5777/3106/3134/64581/409/695/2268/148022/5880/7124/3123",27
"GO:0002449","GO:0002449","lymphocyte mediated immunity","30/578","300/18614",1.89168967935445e-08,7.6996719374311e-07,5.85637754395436e-07,"2214/712/2207/7133/10859/567/1075/3133/3113/3107/5788/3965/4615/11151/5777/3106/3134/10312/23180/64005/3115/409/81622/1130/695/23075/5052/7124/3123/3127",30
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","10/578","31/18614",1.89950790059975e-08,7.6996719374311e-07,5.85637754395436e-07,"10437/2207/1514/567/3113/1520/3115/81622/3123/3127",10
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","32/578","337/18614",2.199154443825e-08,8.83677624775244e-07,6.72126012625324e-07,"637/27166/387/10728/400916/7381/5499/2647/4697/1350/1329/1340/514/1345/1337/51079/1349/4700/1351/29796/6390/3454/51142/23479/7124/1347/55829/4708/4729/55967/4709/9997",32
"GO:0002431","GO:0002431","Fc receptor mediated stimulatory signaling pathway","10/578","32/18614",2.68655487288981e-08,1.07022155755378e-06,8.14011499145107e-07,"2207/4067/1445/3055/5788/5795/961/64005/2268/5058",10
"GO:0051017","GO:0051017","actin filament bundle assembly","21/578","161/18614",2.88460230708024e-08,1.13929463769383e-06,8.66548547309125e-07,"389/199/9788/5216/387/10163/51466/998/408/80774/961/8477/2059/9647/116985/23075/57175/5058/2316/5734/7430",21
"GO:0006123","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","9/578","25/18614",3.30466985172348e-08,1.29414232074697e-06,9.84325837190428e-07,"4697/1350/1329/1340/1345/1337/1349/1351/1347",9
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","10/578","33/18614",3.74810497767249e-08,1.45246547959362e-06,1.10474657715079e-06,"2214/2207/4067/3055/5788/5795/961/64005/2268/5058",10
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","14/578","72/18614",3.7718211978194e-08,1.45246547959362e-06,1.10474657715079e-06,"199/1524/6688/6693/387/3676/3965/11151/29108/8764/961/7124/3958/58515",14
"GO:0061572","GO:0061572","actin filament bundle organization","21/578","165/18614",4.45320979321724e-08,1.70068450036834e-06,1.29354219221856e-06,"389/199/9788/5216/387/10163/51466/998/408/80774/961/8477/2059/9647/116985/23075/57175/5058/2316/5734/7430",21
"GO:0001906","GO:0001906","cell killing","23/578","197/18614",5.23954756757288e-08,1.98458600899625e-06,1.50947794030421e-06,"2214/10859/6223/567/1075/1524/6688/3133/7305/3107/6813/5788/3965/4615/11151/5777/3106/3134/64581/409/1130/5052/3123",23
"GO:0051051","GO:0051051","negative regulation of transport","39/578","483/18614",5.60091648032651e-08,2.10421423216169e-06,1.60046727666326e-06,"10288/7133/3162/10859/100/9094/6688/5908/4946/3280/1445/805/11314/2771/3965/11151/10550/961/3134/801/3638/55737/79890/6717/7351/4947/808/146722/64422/9647/7416/9341/23479/7124/55829/3958/9446/5211/401152",39
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","22/578","184/18614",6.65636704920878e-08,2.4607257707515e-06,1.87163028019437e-06,"10288/100/6688/60/7305/387/54997/5788/3965/3059/64115/864/942/9308/695/10456/5914/677/7124/920/4853/3123",22
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","22/578","184/18614",6.65636704920878e-08,2.4607257707515e-06,1.87163028019437e-06,"10288/100/6688/60/7305/387/54997/5788/3965/3059/64115/864/942/9308/695/10456/5914/677/7124/920/4853/3123",22
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","16/578","100/18614",7.31687770773345e-08,2.68343586408225e-06,2.04102378163091e-06,"199/10288/5452/353514/388325/7305/3965/4615/29108/64581/81622/695/148022/7124/11027/58515",16
"GO:0038093","GO:0038093","Fc receptor signaling pathway","12/578","54/18614",7.47755413154921e-08,2.72076989306212e-06,2.06942007834586e-06,"2214/2207/4067/3055/5788/5795/961/64005/695/2268/4214/5058",12
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","25/578","234/18614",8.10380478123659e-08,2.92560014797611e-06,2.22521415826883e-06,"637/3164/5698/114769/387/1471/26999/3965/10550/29108/834/330/8743/1032/64581/409/9647/9141/51079/1612/7124/10134/2537/51065/5366",25
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","17/578","114/18614",8.35667723871134e-08,2.99350430388257e-06,2.27686212158769e-06,"1436/51225/387/3055/3059/998/397/8477/2059/116985/10456/6050/5058/4853/5770/2316/7430",17
"GO:1903706","GO:1903706","regulation of hemopoiesis","35/578","415/18614",9.51530850260088e-08,3.38232619927067e-06,2.57260041216067e-06,"10288/4067/10859/567/100/6688/27166/60/7305/387/54997/9935/1051/5788/3965/9636/3726/3059/64115/5777/864/3106/6647/10875/942/9308/695/10456/5914/677/7124/920/4853/3123/10519",35
"GO:0002279","GO:0002279","mast cell activation involved in immune response","12/578","56/18614",1.15024468789477e-07,4.0574661853143e-06,3.08611250532795e-06,"4067/3162/11314/6813/3965/30817/5777/8773/695/2268/867/5880",12
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","22/578","192/18614",1.42546883375685e-07,4.99022081878061e-06,3.79556653581669e-06,"389/3162/6398/114769/2280/387/6275/4050/57153/3965/4615/834/330/8743/64581/148022/81603/56674/7124/920/2316/3123",22
"GO:0045576","GO:0045576","mast cell activation","13/578","69/18614",1.71152813267718e-07,5.94659511360998e-06,4.52298570242115e-06,"4067/3162/11314/6813/3965/30817/5777/8773/146722/695/2268/867/5880",13
"GO:0045055","GO:0045055","regulated exocytosis","24/578","228/18614",1.94426675663349e-07,6.70481841970399e-06,5.09969104508972e-06,"2214/4067/3162/6688/5908/11314/3055/9144/2771/10890/6813/3965/30817/11151/3134/8773/808/695/2268/867/5880/9342/9341/8676",24
"GO:0071216","GO:0071216","cellular response to biotic stimulus","26/578","264/18614",2.27669286403545e-07,7.79165429627019e-06,5.92633941052772e-06,"10288/7133/4067/10859/1524/6688/114769/388325/387/3055/968/1051/10628/4615/29108/834/942/64581/695/148022/5914/7124/55829/11027/4853/54499",26
"GO:0002698","GO:0002698","negative regulation of immune effector process","17/578","122/18614",2.29315079916197e-07,7.79165429627019e-06,5.92633941052772e-06,"3162/10859/6223/1524/6688/3133/11314/5788/3965/5777/961/3106/3134/10875/409/7124/3958",17
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","20/578","166/18614",2.31671651495327e-07,7.81426789459784e-06,5.94353933417515e-06,"2214/199/10288/4067/1436/100/3133/3280/3113/5788/3965/4615/11151/29108/942/3115/695/148022/5880/58515",20
"GO:0030217","GO:0030217","T cell differentiation","28/578","300/18614",2.40190869415394e-07,8.04291309832274e-06,6.11744708602595e-06,"10288/2207/1514/567/100/6688/3955/27166/6693/60/387/9935/5788/3965/3726/64115/864/6647/10312/10875/942/1794/9308/5914/677/920/3123/5734",28
"GO:0072678","GO:0072678","T cell migration","13/578","71/18614",2.43080694734076e-07,8.08112151342566e-06,6.14650844162879e-06,"199/58191/6693/4478/387/3683/3676/11151/29108/8764/64005/58515/9750",13
"GO:0031348","GO:0031348","negative regulation of defense response","27/578","284/18614",2.72513241812483e-07,8.99488350296773e-06,6.84151664971338e-06,"7133/4067/10859/89790/6223/100/3133/4938/6397/3055/5788/3965/9636/3106/6647/3134/10875/55737/409/2268/284207/4940/2874/55829/3123/5734/8780",27
"GO:0048872","GO:0048872","homeostasis of number of cells","28/578","304/18614",3.1540930886218e-07,1.03369249379584e-05,7.86227459716924e-06,"4067/3162/6223/567/100/1524/6688/5585/9935/3965/9636/11151/3059/1777/6647/10365/10312/292/3845/695/29766/5052/51341/677/10019/10320/7846/5366",28
"GO:0050766","GO:0050766","positive regulation of phagocytosis","13/578","73/18614",3.40974716476208e-07,1.10960856678631e-05,8.43969294524877e-06,"2207/5788/29108/5795/961/6647/1794/146722/64581/695/5199/2219/7124",13
"GO:0019722","GO:0019722","calcium-mediated signaling","21/578","187/18614",3.84250284561111e-07,1.24169270276706e-05,9.44432609605853e-06,"2214/100/805/2633/5788/5795/51643/801/808/64581/374403/695/57192/5566/6546/7124/920/10134/9446/58515/10519",21
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","22/578","204/18614",4.12684567554495e-07,1.32431624074258e-05,1.00727614843893e-05,"637/3164/114769/387/3965/10550/29108/834/330/8743/1032/64581/409/9647/9141/51079/1612/7124/10134/2537/51065/5366",22
"GO:0002237","GO:0002237","response to molecule of bacterial origin","31/578","366/18614",4.72645483733035e-07,1.5062722622968e-05,1.14567206546977e-05,"10288/7133/4067/10859/567/3164/1524/6688/7867/728/114769/388325/387/3055/968/1051/3965/4615/2643/29108/834/942/695/3587/148022/5914/3454/7124/55829/11027/5734",31
